age,sex,race,diff_custody,diff_jail,priors_count,juv_fel_count,juv_misd_count,juv_other_count,c_charge_degree,compas_score
52,Female,Caucasian,0,0,0,0,0,0,M,0
26,Male,African-American,1,0,0,0,0,0,M,0
25,Male,African-American,18,2,9,0,0,1,F,1
51,Male,African-American,163,162,1,0,0,0,F,0
29,Female,African-American,65,0,1,0,0,0,M,0
39,Male,African-American,518,19,1,0,0,0,F,0
46,Male,Caucasian,1,0,0,0,0,0,F,0
28,Male,Caucasian,66,2,6,0,0,0,F,0
57,Male,African-American,1,1,0,0,0,0,F,0
34,Male,African-American,182,118,27,0,0,0,F,1
27,Male,African-American,12,12,3,0,0,0,F,0
25,Male,African-American,3,3,7,0,0,1,M,1
31,Male,Caucasian,24,32,1,0,0,0,F,1
37,Male,African-American,1,1,8,0,0,0,F,0
51,Male,African-American,2,1,0,0,0,0,F,0
28,Male,African-American,2,40,8,0,1,0,F,1
56,Male,Caucasian,7,7,4,0,0,0,F,0
45,Male,African-American,137,330,15,0,0,0,F,1
26,Male,Caucasian,18,18,7,0,0,0,F,1
33,Male,Caucasian,1,1,7,0,0,0,F,1
23,Male,Caucasian,1,1,0,0,0,3,M,0
31,Male,African-American,0,0,0,0,0,0,M,0
32,Male,Caucasian,0,0,0,0,0,0,F,0
30,Male,Caucasian,0,0,1,0,0,0,M,0
66,Male,Caucasian,1,0,1,0,0,0,F,0
40,Female,African-American,0,0,0,0,0,0,F,0
59,Male,African-American,1,0,4,0,0,0,M,0
25,Male,African-American,85,85,5,0,0,0,F,1
27,Male,African-American,1,1,3,0,0,0,M,1
22,Male,African-American,1,0,0,0,0,0,F,0
58,Male,Caucasian,3,0,1,0,0,0,F,0
49,Male,African-American,46,19,1,0,0,0,M,0
29,Male,Caucasian,2,2,2,0,0,0,F,0
44,Female,Caucasian,63,26,11,0,0,0,F,1
24,Male,African-American,6,6,2,0,0,0,F,0
27,Male,African-American,33,60,0,0,0,0,F,1
34,Female,African-American,23,24,5,0,0,0,F,1
24,Male,Caucasian,5,1,0,0,0,0,F,1
35,Female,Caucasian,0,0,3,0,1,0,F,0
65,Male,Caucasian,46,19,4,0,0,0,M,0
29,Male,African-American,2,2,7,0,2,1,F,1
30,Male,African-American,3,2,5,1,0,0,F,1
23,Male,African-American,7,2,1,0,1,1,F,0
32,Male,Caucasian,1,0,2,0,0,0,F,0
22,Male,Caucasian,4,3,2,0,0,0,F,1
21,Male,African-American,1,1,0,0,0,0,M,0
43,Female,Caucasian,0,0,0,0,0,0,M,0
29,Male,African-American,107,2,0,0,0,0,F,1
43,Male,African-American,2,1,1,0,0,0,F,0
25,Male,African-American,2,2,1,0,0,0,F,0
47,Male,Caucasian,1,1,0,0,0,0,M,0
21,Female,African-American,1,0,0,0,0,0,F,1
25,Female,African-American,0,0,1,0,0,0,M,1
54,Male,Caucasian,0,0,0,0,0,0,M,0
34,Male,African-American,34,33,3,0,0,1,F,0
28,Female,African-American,1,1,2,0,0,0,M,0
53,Female,Caucasian,8,0,4,0,0,0,F,0
54,Male,African-American,0,0,0,0,0,0,M,0
34,Male,African-American,1,0,2,0,0,0,F,0
60,Female,Caucasian,1,1,0,0,0,0,F,0
22,Male,African-American,1,1,0,0,0,0,F,0
51,Male,African-American,0,0,3,0,0,0,F,1
29,Male,African-American,13,12,0,0,0,0,F,0
28,Female,African-American,5,1,1,0,0,0,F,1
36,Male,Caucasian,12,2,6,0,0,0,F,1
28,Male,African-American,28,27,5,0,0,1,M,1
33,Male,Caucasian,1,0,0,0,0,0,F,0
43,Male,Caucasian,2,2,4,0,0,0,M,0
32,Male,Caucasian,65,65,5,0,0,0,F,1
35,Female,African-American,14,1,0,0,0,0,F,0
23,Male,African-American,171,1,1,0,0,0,F,0
25,Male,African-American,568,43,4,0,0,0,F,1
69,Male,Caucasian,9,1,6,0,0,0,F,0
21,Male,African-American,63,63,3,0,0,0,F,1
47,Male,African-American,403,403,23,0,0,0,F,1
29,Male,African-American,345,1,13,0,1,0,F,1
36,Male,Caucasian,3,0,14,0,0,0,F,0
26,Male,African-American,211,2,9,0,0,0,F,1
32,Male,African-American,1,0,8,0,0,0,F,0
27,Female,Caucasian,1595,88,3,0,0,0,F,1
28,Male,Caucasian,6,1,0,0,0,0,F,1
48,Male,Caucasian,1,0,1,0,0,0,M,0
23,Male,Caucasian,164,164,2,0,0,0,F,1
44,Male,Caucasian,0,0,0,0,0,0,M,0
42,Male,African-American,1,0,7,0,0,0,M,1
39,Male,African-American,10,4,5,0,0,0,F,1
55,Male,Caucasian,10,10,0,0,0,0,M,1
27,Male,African-American,4,4,5,0,0,0,F,1
31,Female,Caucasian,5,4,0,0,0,0,M,1
25,Male,African-American,1,0,0,0,0,0,F,0
32,Male,Caucasian,0,0,6,0,0,2,M,1
36,Male,African-American,1,0,2,0,0,0,F,1
21,Male,African-American,7,4,3,0,0,0,F,1
39,Male,Caucasian,0,0,2,0,0,0,M,0
26,Female,African-American,0,0,0,0,0,0,M,0
28,Male,African-American,495,20,8,0,0,0,F,1
67,Male,Caucasian,0,0,2,0,0,0,M,0
37,Male,Caucasian,1,0,3,0,0,0,M,0
23,Male,African-American,2,2,2,0,0,0,M,1
49,Female,African-American,122,122,14,0,0,0,M,1
32,Male,Caucasian,5,4,9,0,0,0,M,1
41,Male,Caucasian,33,32,9,0,0,0,M,1
25,Male,African-American,0,0,1,0,0,0,M,0
57,Female,Caucasian,46,19,3,0,0,0,F,0
58,Male,Caucasian,1,0,0,0,0,0,M,0
44,Male,African-American,67,17,19,2,0,0,M,1
28,Male,African-American,1,15,1,0,0,0,F,0
39,Female,African-American,2,2,0,0,0,0,F,1
54,Male,Caucasian,7,6,0,0,0,0,F,0
43,Male,Caucasian,1,0,0,0,0,0,M,0
31,Male,African-American,0,0,5,0,0,0,M,1
30,Male,African-American,117,117,11,4,1,0,F,1
27,Male,Caucasian,1,1,4,0,1,3,M,0
28,Male,African-American,0,1,0,0,0,0,M,0
24,Male,African-American,1,0,0,0,0,0,M,1
43,Male,Caucasian,0,0,0,0,0,0,M,0
44,Male,African-American,21,5,10,0,0,0,M,0
51,Male,African-American,30,30,4,0,0,0,F,1
31,Male,African-American,230,229,1,0,0,0,F,0
23,Male,African-American,2,1,0,0,0,0,F,0
26,Male,African-American,0,84,8,2,1,0,M,1
36,Male,Caucasian,21,0,5,0,0,0,M,0
27,Male,Caucasian,1,1,1,0,0,0,F,1
24,Male,African-American,4,1,0,0,0,0,F,1
66,Male,Caucasian,1,0,0,0,0,0,M,0
36,Female,Caucasian,2,25,3,0,0,1,F,0
23,Male,Caucasian,45,0,1,0,0,0,F,0
22,Female,African-American,3,0,0,0,0,0,M,1
56,Male,African-American,2,2,4,0,0,0,F,0
29,Male,Caucasian,5,4,10,0,0,0,F,1
58,Female,African-American,18,18,3,0,0,0,M,0
24,Male,Caucasian,0,0,3,0,1,2,M,1
22,Male,African-American,97,71,0,0,0,0,F,0
39,Male,Caucasian,1,0,0,0,0,0,M,0
46,Male,Caucasian,5,73,10,0,0,0,F,1
38,Male,Caucasian,14,0,1,0,0,0,F,0
23,Male,Caucasian,31,3,0,0,0,0,M,1
25,Male,African-American,76,1,0,0,0,0,F,1
31,Male,African-American,0,0,19,0,0,0,F,1
25,Female,African-American,1,0,1,0,0,0,M,0
26,Male,African-American,2,1,6,0,0,0,F,1
25,Male,African-American,34,274,2,0,0,1,F,1
37,Male,Caucasian,1,1,11,0,0,0,F,1
36,Male,African-American,7,0,0,0,0,0,F,0
26,Male,African-American,50,0,1,0,0,0,F,1
35,Male,African-American,1,0,7,0,0,0,F,0
22,Male,African-American,1,1,2,0,0,0,F,0
25,Male,Caucasian,0,0,0,0,0,0,F,0
24,Male,Caucasian,46,19,0,0,0,0,M,1
24,Male,African-American,1,12,2,0,0,0,M,1
21,Male,African-American,1520,0,0,0,0,1,F,1
32,Male,Caucasian,83,70,15,2,0,1,F,1
33,Male,African-American,0,0,2,0,0,0,M,0
33,Male,African-American,2,2,10,0,0,0,F,1
23,Female,African-American,15,43,4,0,0,0,M,1
29,Male,Caucasian,1,0,0,0,0,0,M,0
50,Male,Caucasian,173,172,8,0,0,0,F,0
32,Male,Caucasian,7,6,5,0,0,0,F,1
33,Male,African-American,8,2,14,0,0,0,F,1
37,Male,African-American,1,0,13,0,1,0,F,1
27,Male,African-American,2,24,9,0,0,0,F,1
27,Male,African-American,1,1,0,0,0,0,M,0
52,Female,African-American,20,19,21,0,0,0,F,1
58,Male,African-American,61,60,1,0,0,0,F,0
27,Male,African-American,33,33,4,0,0,0,F,1
28,Male,African-American,128,28,5,0,0,0,F,0
28,Male,Caucasian,24,30,1,0,0,0,F,1
31,Female,Caucasian,1,0,0,0,0,0,M,0
30,Male,Caucasian,40,40,11,0,1,0,F,1
24,Male,African-American,7,6,3,0,0,0,M,1
26,Male,African-American,493,18,6,0,0,0,F,1
43,Male,Caucasian,1,1,0,0,0,0,M,0
31,Male,African-American,43,43,2,0,0,1,F,0
22,Male,African-American,22,1,3,0,0,0,F,1
23,Male,African-American,119,3,0,0,0,0,F,1
42,Male,Caucasian,1,0,0,0,0,0,M,0
34,Male,African-American,46,19,0,0,0,0,M,0
30,Male,African-American,6,17,18,0,3,0,M,1
29,Male,African-American,290,290,1,0,0,0,F,1
38,Male,Caucasian,49,47,2,0,0,0,F,0
26,Male,Caucasian,85,2,3,0,0,1,M,0
51,Male,African-American,5,4,5,0,0,0,M,1
23,Male,African-American,1,0,0,0,0,0,F,0
34,Male,African-American,1,0,7,0,0,0,F,1
35,Male,African-American,1,1,1,0,0,0,M,0
22,Male,Caucasian,44,3,0,0,0,0,F,0
29,Male,African-American,172,108,10,0,0,0,M,1
40,Male,African-American,1,1,0,0,0,0,F,0
36,Male,African-American,1,0,2,0,0,0,F,0
26,Male,African-American,127,0,8,0,0,0,F,1
25,Male,African-American,0,0,1,0,0,0,F,0
69,Male,Caucasian,1,0,0,0,0,0,M,0
27,Male,African-American,8,8,1,0,1,0,F,0
20,Male,Caucasian,22,1,0,0,0,0,F,1
27,Male,African-American,1,2,1,0,0,0,F,0
24,Female,African-American,99,310,6,0,0,0,M,1
42,Male,Caucasian,3,2,0,0,0,0,F,0
25,Male,Caucasian,1,1,1,0,0,0,F,0
46,Male,Caucasian,54,29,1,0,0,0,F,0
25,Male,African-American,1,7,0,0,0,0,F,0
22,Male,African-American,1,0,0,0,0,0,F,0
21,Male,Caucasian,1,0,0,0,0,0,F,0
30,Male,African-American,2,1,1,0,0,0,M,0
46,Male,Caucasian,4,4,9,0,0,0,M,1
26,Male,African-American,0,0,2,0,0,0,M,1
33,Male,African-American,23,0,0,0,0,0,F,1
40,Male,African-American,1,1,1,0,0,0,M,0
34,Male,Caucasian,28,28,0,0,0,0,F,0
22,Male,Caucasian,37,36,1,0,0,0,F,0
31,Male,African-American,1,1,4,0,0,0,M,0
59,Male,Caucasian,3,1,3,0,0,0,M,0
50,Male,African-American,2,2,0,0,0,0,F,0
57,Male,African-American,185,99,8,0,0,0,F,1
31,Male,African-American,3,0,5,0,0,0,M,1
51,Female,African-American,46,19,1,0,0,0,M,1
44,Male,African-American,8,25,9,0,0,0,F,1
48,Male,African-American,0,242,5,0,0,0,F,1
25,Female,Caucasian,1,1,0,0,0,0,F,0
51,Male,African-American,0,0,5,0,0,0,M,0
50,Male,Caucasian,1,0,0,0,0,0,F,0
57,Male,Caucasian,0,2,2,0,0,0,F,0
55,Male,Caucasian,1,0,0,0,0,0,M,0
59,Male,African-American,43,1,4,0,0,0,F,0
42,Female,African-American,0,0,0,0,0,0,F,0
58,Male,African-American,91,29,16,0,0,0,F,1
32,Male,African-American,64,64,21,0,0,0,F,1
42,Male,African-American,1,1,1,0,0,0,F,0
29,Male,African-American,5,13,8,0,0,0,F,1
21,Male,African-American,8,7,1,0,0,0,F,1
31,Male,Caucasian,0,0,1,0,0,0,M,0
58,Male,Caucasian,0,0,0,0,0,0,M,0
22,Male,African-American,1,0,1,0,0,1,F,1
46,Male,Caucasian,1,0,1,0,0,0,M,0
50,Male,Caucasian,14,14,0,0,0,0,M,0
46,Male,African-American,36,0,2,0,0,0,F,1
44,Female,African-American,27,15,11,0,1,0,F,1
35,Male,African-American,30,29,4,0,0,0,M,1
30,Male,African-American,2,2,14,0,1,0,F,1
42,Male,African-American,1,0,2,0,0,0,F,1
46,Male,African-American,2,202,5,0,0,0,F,0
42,Male,African-American,34,34,0,0,0,0,F,1
37,Male,African-American,28,25,12,0,0,0,F,0
29,Male,Caucasian,131,1,7,0,0,0,F,1
32,Male,African-American,39,4,8,0,0,1,F,0
33,Female,African-American,2,1,1,0,0,0,M,0
25,Male,Caucasian,143,183,4,0,0,0,F,0
33,Female,African-American,1,1,0,0,0,0,M,0
64,Female,Caucasian,76,76,7,0,0,0,M,0
35,Male,Caucasian,1,49,1,0,0,0,F,0
56,Male,African-American,3,2,1,0,0,0,F,0
38,Male,Caucasian,1,2,0,0,0,0,M,0
40,Female,African-American,1,1,4,0,0,0,M,0
34,Male,African-American,116,94,3,0,0,0,F,1
28,Male,African-American,24,1,4,0,0,1,F,0
51,Male,African-American,1,1,0,0,0,0,M,0
35,Male,African-American,2,1,2,0,0,0,M,0
61,Male,African-American,47,12,5,0,0,0,F,0
25,Male,African-American,1,1,0,0,0,0,F,0
25,Male,African-American,15,0,4,0,0,0,F,1
26,Male,African-American,1,0,0,0,0,0,M,1
42,Male,Caucasian,3,2,1,0,0,0,M,0
25,Female,African-American,6,0,1,0,0,0,F,0
26,Male,African-American,7,0,13,0,1,0,M,1
31,Male,African-American,1674,0,9,0,0,0,F,1
35,Male,Caucasian,1,1,1,0,0,1,F,0
41,Female,African-American,4,9,4,0,0,0,F,0
34,Male,Caucasian,116,116,0,0,0,0,F,0
46,Male,Caucasian,1,0,5,0,0,0,M,0
33,Female,Caucasian,1,0,1,0,0,0,M,0
30,Male,African-American,1,0,3,0,0,1,F,0
50,Female,African-American,1,1,7,0,0,0,M,0
21,Male,African-American,81,50,0,0,0,0,F,1
31,Male,African-American,3,3,2,0,0,0,F,1
23,Female,African-American,1,0,0,0,0,0,M,0
25,Male,African-American,29,1,1,0,0,0,F,1
24,Female,Caucasian,1,1,1,0,0,0,F,1
31,Male,African-American,1,0,13,0,0,0,M,1
60,Male,African-American,2,2,0,0,0,0,F,0
30,Male,African-American,1,0,2,0,0,0,F,0
46,Male,Caucasian,0,0,0,0,0,0,M,0
21,Male,Caucasian,1,0,0,0,0,1,M,0
28,Male,African-American,545,19,6,4,0,0,M,1
35,Male,African-American,1,1,0,0,0,0,F,1
40,Female,African-American,3,1,7,0,0,0,M,0
23,Male,African-American,30,15,1,0,0,0,F,1
23,Male,African-American,2,1,3,0,0,0,F,1
28,Male,African-American,1,2,2,0,0,0,M,0
46,Male,Caucasian,1,3,2,0,0,1,M,0
56,Male,African-American,1,0,1,0,0,0,F,0
41,Male,African-American,62,62,19,0,0,0,F,1
24,Male,African-American,1,0,1,0,0,0,M,0
25,Male,African-American,13,12,7,0,0,1,F,1
33,Female,Caucasian,1,0,0,0,0,0,M,0
48,Male,Caucasian,1,4,2,0,0,0,M,1
33,Male,African-American,45,44,11,0,0,0,F,1
25,Male,Caucasian,1,1,6,0,0,0,F,1
58,Male,African-American,77,87,38,0,0,0,F,1
30,Male,African-American,1,0,7,0,1,1,F,1
43,Female,Caucasian,9,8,7,0,0,0,F,1
32,Male,Caucasian,5,1,0,0,0,0,F,0
49,Male,Caucasian,6,5,4,0,0,0,F,0
24,Male,Caucasian,19,18,0,0,0,0,F,0
26,Male,African-American,3,0,1,0,0,0,F,1
42,Male,Caucasian,2,1,0,0,0,0,F,0
22,Male,African-American,2,6,1,0,0,0,F,1
29,Male,Caucasian,6,27,7,0,0,1,M,1
39,Male,Caucasian,18,18,0,0,0,0,M,0
27,Male,African-American,1,14,13,0,2,1,F,1
38,Male,Caucasian,7,7,2,0,0,0,F,1
20,Male,Caucasian,4,3,0,0,0,0,F,0
25,Male,African-American,23,86,4,2,0,0,F,1
53,Male,Caucasian,1,0,0,0,0,0,M,0
27,Female,African-American,7,6,0,0,0,0,M,1
50,Male,Caucasian,13,5,1,0,0,0,M,0
41,Male,African-American,1,0,4,0,0,0,F,1
34,Male,African-American,151,530,4,0,0,0,F,0
22,Male,Caucasian,35,4,5,0,0,2,F,1
22,Male,Caucasian,6,2,0,0,0,2,F,1
25,Male,African-American,27,26,2,0,0,0,F,1
42,Male,African-American,1,1,1,0,0,0,F,0
27,Female,Caucasian,7,1,2,0,0,0,F,0
33,Male,African-American,370,369,23,0,0,0,F,1
24,Male,African-American,0,0,0,0,0,1,F,0
37,Male,African-American,93,92,4,0,0,0,F,0
37,Male,Caucasian,0,0,0,0,0,0,M,0
35,Male,African-American,2,1,1,0,0,0,F,0
24,Female,Caucasian,84,36,0,0,0,0,F,1
49,Male,Caucasian,15,1,2,0,0,0,M,0
38,Male,African-American,8,2,9,0,0,0,F,1
30,Female,African-American,0,0,0,0,0,0,M,0
22,Male,African-American,40,128,3,0,0,0,F,1
25,Male,African-American,44,1,0,0,0,0,F,1
52,Male,Caucasian,1,0,0,0,0,0,M,0
26,Male,Caucasian,1,0,0,0,0,0,F,0
29,Male,African-American,8,0,6,0,1,0,F,1
45,Male,Caucasian,1,54,9,0,0,0,F,1
20,Male,African-American,43,0,0,0,0,0,F,1
29,Male,African-American,95,80,4,0,0,0,F,1
43,Male,Caucasian,167,69,1,0,0,0,F,1
26,Male,Caucasian,1,0,2,0,0,0,F,1
46,Female,African-American,1,0,4,0,0,0,F,0
46,Female,African-American,1,1,0,0,0,0,F,0
39,Male,Caucasian,1,1,8,0,0,0,F,0
29,Male,African-American,1,5,12,0,0,0,F,1
41,Male,Caucasian,0,0,0,0,0,0,M,0
29,Male,African-American,11,19,11,0,0,1,F,1
25,Female,African-American,0,0,5,0,0,0,F,1
23,Male,African-American,100,18,2,1,0,0,F,1
46,Female,African-American,81,55,1,0,0,0,F,1
30,Male,Caucasian,0,0,0,0,0,0,M,0
34,Male,Caucasian,3,2,1,0,0,0,F,1
70,Male,Caucasian,13,12,11,0,0,0,F,0
52,Male,Caucasian,2,1,2,0,0,0,F,0
51,Male,African-American,5,7,4,0,0,0,M,0
55,Male,African-American,73,85,21,0,0,0,F,1
49,Female,Caucasian,1,1,1,0,0,0,F,0
26,Female,African-American,2,1,9,0,0,0,M,1
47,Female,Caucasian,0,0,0,0,0,0,F,0
27,Male,African-American,1,1,0,0,0,0,M,0
25,Male,Caucasian,0,0,5,0,2,0,M,1
21,Male,African-American,74,59,1,0,1,0,F,1
37,Male,African-American,1,1,26,0,0,1,F,1
21,Male,African-American,3,49,1,0,0,0,F,1
21,Male,African-American,1,1,0,0,0,0,F,1
25,Male,African-American,16,0,4,0,0,0,F,1
27,Female,African-American,0,1,3,0,0,0,F,1
30,Male,Caucasian,1,12,3,0,0,0,F,0
70,Male,Caucasian,1,0,0,0,0,0,M,0
37,Male,Caucasian,6,0,11,0,0,0,F,1
46,Male,African-American,1,2,5,0,0,0,F,1
20,Male,African-American,1632,217,1,1,0,0,F,1
43,Male,African-American,9,9,18,0,0,0,F,0
38,Male,African-American,1,55,15,0,0,0,F,1
29,Male,African-American,0,0,0,0,0,0,F,0
37,Male,African-American,1,1,8,0,0,0,M,0
27,Female,Caucasian,1,0,0,0,0,0,F,0
31,Male,Caucasian,1,1,6,0,0,0,M,1
29,Male,African-American,79,1,3,0,0,0,F,0
48,Male,Caucasian,74,74,13,0,0,0,F,1
30,Female,African-American,1,0,0,0,0,0,M,0
25,Female,Caucasian,5,11,2,0,0,0,F,1
40,Male,African-American,1,1,3,0,0,0,F,0
49,Female,Caucasian,1,1,3,0,0,0,F,0
33,Male,Caucasian,1,1,1,0,0,0,M,0
26,Male,Caucasian,0,1,5,0,0,0,F,1
61,Male,Caucasian,1,0,1,0,0,0,M,0
30,Male,Caucasian,1,0,2,0,0,0,F,0
62,Male,Caucasian,2,2,0,0,0,0,M,0
27,Female,Caucasian,33,54,4,0,0,0,M,1
48,Male,Caucasian,10,1,9,0,0,0,F,1
40,Female,Caucasian,1,1,0,0,0,0,F,0
24,Male,Caucasian,3,2,0,0,0,0,F,0
22,Male,African-American,1,1,0,0,0,0,F,0
30,Male,African-American,16,15,4,0,0,0,M,1
63,Male,Caucasian,0,0,0,0,0,0,M,0
33,Male,African-American,1686,1,4,0,0,0,F,1
21,Female,African-American,1,0,1,1,0,0,F,1
43,Male,Caucasian,59,1,0,0,0,0,M,0
26,Male,African-American,34,33,3,0,0,0,F,1
51,Male,African-American,12,7,1,0,0,0,F,0
39,Male,Caucasian,25,1,3,0,0,0,F,0
32,Male,African-American,1,1,14,0,0,0,F,1
22,Male,African-American,8,0,0,0,0,0,M,1
59,Male,Caucasian,1,0,0,0,0,0,F,0
38,Male,African-American,31,30,37,0,5,0,M,1
23,Male,African-American,238,237,2,0,0,0,F,1
42,Male,African-American,1,1,0,0,0,0,M,0
20,Male,African-American,143,15,1,1,0,0,F,0
38,Male,African-American,193,192,2,0,0,0,F,1
34,Female,Caucasian,1,1,2,0,0,0,F,0
36,Female,African-American,2,2,7,0,0,0,F,0
35,Male,Caucasian,76,76,7,0,0,0,F,0
36,Male,African-American,1,1,0,0,0,0,M,0
31,Male,African-American,14,13,1,0,0,0,F,0
28,Female,African-American,5,4,3,0,0,0,F,0
28,Male,African-American,0,0,1,0,0,0,F,0
60,Male,Caucasian,120,120,3,0,0,0,F,0
43,Male,African-American,1,1,0,0,0,0,F,0
40,Male,African-American,2,1,1,0,0,0,F,0
31,Male,African-American,1,2,15,0,2,0,F,1
54,Male,African-American,14,13,6,0,0,0,F,1
26,Male,African-American,46,19,1,0,0,0,F,1
24,Male,African-American,242,130,17,0,0,0,F,1
21,Male,African-American,29,242,1,0,0,1,F,1
22,Male,African-American,1,0,0,0,0,1,F,0
37,Female,Caucasian,46,19,0,0,0,0,F,0
45,Female,African-American,6,6,1,0,0,0,F,0
29,Male,African-American,3,0,1,0,0,0,M,0
46,Male,African-American,4,9,10,0,0,0,F,1
21,Male,Caucasian,5,12,1,0,1,2,F,1
50,Male,African-American,46,19,7,1,0,0,M,1
35,Male,Caucasian,13,1,6,0,0,0,F,1
52,Male,African-American,71,70,1,0,0,0,M,0
48,Male,Caucasian,5,0,0,0,0,0,M,0
29,Female,African-American,214,214,9,0,0,3,M,1
48,Male,Caucasian,1,1,0,0,0,0,M,0
31,Male,African-American,26,8,10,0,0,0,F,1
21,Male,Caucasian,127,127,3,0,0,0,F,1
47,Male,African-American,3,3,0,0,0,0,M,1
62,Male,African-American,1117,19,1,0,0,0,M,1
21,Male,African-American,44,0,3,1,2,2,F,1
35,Male,African-American,166,0,13,3,0,0,F,1
46,Male,African-American,9,20,3,0,0,0,M,0
34,Male,African-American,3,5,5,0,0,0,F,0
52,Male,African-American,3,3,2,0,0,0,F,0
39,Female,African-American,179,178,7,0,1,0,F,0
21,Male,Caucasian,45,9,0,0,0,0,M,1
53,Male,Caucasian,1,1,1,0,0,0,M,0
19,Female,Caucasian,1,1,0,0,0,0,F,0
22,Male,African-American,3,2,0,0,0,0,M,1
45,Male,African-American,35,2,1,0,0,0,F,0
27,Female,Caucasian,1,1,0,0,0,0,F,0
25,Male,Caucasian,1,0,0,0,0,0,M,0
30,Male,Caucasian,0,0,0,0,0,0,F,0
31,Male,African-American,1,0,2,0,0,0,F,1
28,Male,Caucasian,1,1,3,0,0,0,F,0
36,Male,African-American,2,2,3,0,0,0,M,0
27,Male,African-American,4,10,7,0,0,0,F,1
42,Male,African-American,0,0,1,0,0,0,F,0
35,Male,Caucasian,41,40,0,0,0,0,F,1
33,Female,Caucasian,1,0,2,0,0,0,F,0
25,Male,African-American,16,2,21,0,1,0,F,1
42,Female,Caucasian,1,1,0,0,0,0,M,0
21,Male,African-American,4,3,0,0,0,0,F,1
28,Female,African-American,0,0,0,0,0,0,M,0
27,Male,African-American,41,40,25,0,0,0,F,1
21,Female,Caucasian,3,2,0,0,0,0,F,1
26,Male,Caucasian,5,5,0,0,0,0,M,1
36,Male,Caucasian,1,0,0,0,0,0,F,0
23,Male,African-American,0,0,1,0,0,0,M,1
49,Male,Caucasian,118,1,0,0,0,0,F,1
29,Male,African-American,145,65,11,0,0,0,F,1
44,Male,Caucasian,2,1,0,0,0,0,F,0
28,Male,Caucasian,24,24,1,0,0,0,M,0
27,Male,African-American,0,0,2,0,0,0,M,1
35,Female,African-American,15,0,12,0,0,0,F,1
36,Male,African-American,0,0,19,0,0,0,M,1
46,Male,Caucasian,46,45,2,0,0,0,M,0
34,Male,African-American,1,0,3,0,0,0,F,0
45,Male,African-American,7,0,15,0,0,0,F,0
28,Male,African-American,1,16,9,0,0,0,F,0
25,Female,African-American,4,4,1,0,0,0,F,0
21,Male,African-American,1,0,1,0,1,0,M,1
48,Male,African-American,1,0,1,0,0,0,F,0
37,Male,Caucasian,1,0,1,0,0,0,M,0
24,Male,African-American,38,0,3,0,0,0,F,1
37,Male,Caucasian,0,1,1,0,0,0,M,0
39,Male,Caucasian,1,0,1,0,0,0,F,0
24,Male,Caucasian,22,21,1,0,0,1,F,1
35,Male,African-American,46,19,3,0,0,0,F,1
23,Male,African-American,1,1,1,0,0,0,F,0
36,Male,Caucasian,55,8,4,0,0,0,F,0
43,Male,Caucasian,1,0,5,0,0,0,F,1
28,Male,African-American,1555,1,6,0,0,0,M,1
21,Female,African-American,55,54,4,1,0,0,F,1
53,Male,African-American,1,0,1,0,0,0,M,0
27,Female,African-American,23,1,2,0,0,0,M,0
39,Male,Caucasian,5,2,0,0,0,0,M,0
47,Male,African-American,0,1,22,0,0,0,F,1
28,Male,African-American,2,2,4,0,0,0,F,0
49,Male,Caucasian,46,19,7,0,0,0,F,1
36,Male,Caucasian,1,0,2,0,0,0,F,0
24,Female,African-American,13,3,1,0,0,0,F,1
23,Male,African-American,1,1,3,0,0,0,F,1
26,Male,African-American,1,1,2,0,0,0,F,0
31,Male,African-American,54,54,7,0,0,0,F,0
30,Female,African-American,7,5,14,0,3,2,F,1
25,Male,Caucasian,1,1,2,0,0,0,M,1
24,Male,African-American,1,1,6,0,0,0,F,1
26,Male,African-American,29,28,2,0,0,0,M,0
26,Male,African-American,5,0,7,0,0,0,M,1
20,Female,African-American,1,0,0,0,0,0,F,1
36,Male,Caucasian,84,84,10,1,0,0,M,1
23,Male,Caucasian,0,0,0,0,0,0,F,0
26,Male,African-American,7,6,5,0,0,0,F,1
40,Male,Caucasian,4,1,4,0,0,0,M,0
46,Male,African-American,9,279,8,0,0,0,F,0
19,Male,African-American,52,0,1,0,1,0,F,1
53,Male,Caucasian,12,11,1,0,0,0,F,0
56,Male,Caucasian,8,8,5,0,0,0,F,0
24,Female,African-American,1,0,0,0,0,0,F,0
33,Female,Caucasian,41,0,2,0,0,0,F,0
26,Male,Caucasian,42,41,8,0,3,0,F,1
56,Male,Caucasian,3,2,1,0,0,0,M,0
32,Male,Caucasian,1,0,2,0,0,0,F,0
25,Male,Caucasian,1,3,0,0,0,0,F,0
21,Male,African-American,42,0,1,0,0,0,F,0
38,Male,African-American,1,1,3,0,0,0,F,1
23,Male,Caucasian,1,1,0,0,0,0,F,0
67,Male,African-American,46,19,4,0,0,0,M,0
20,Male,Caucasian,27,8,0,0,0,1,F,1
39,Female,Caucasian,0,1,4,0,0,0,F,0
24,Male,African-American,109,6,1,0,0,0,F,0
49,Male,African-American,1,0,3,0,0,0,F,0
31,Male,African-American,1,77,7,0,0,0,F,1
20,Male,African-American,27,16,1,0,0,0,F,1
28,Male,Caucasian,13,13,0,0,0,0,M,0
67,Male,Caucasian,1,1,3,0,0,0,F,0
40,Male,Caucasian,78,78,4,0,0,0,F,0
52,Male,African-American,1,0,0,0,0,0,F,0
