sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score.1,v_decile_score,priors_count.1,start,end,event,two_year_recid
Male,34,African-American,0,1,0,0,1,-17.0,17.0,F,0,0,1,1,1,0,1026,0,0
Male,45,African-American,0,3,0,0,10,-1.0,1.0,F,1,0,3,1,10,0,706,1,1
Male,50,Caucasian,0,1,0,0,2,0.0,1.0,M,0,0,1,1,2,0,1184,0,0
Male,29,Caucasian,0,6,0,0,1,0.0,1.0,M,0,0,6,4,1,0,745,0,0
Male,26,Caucasian,0,4,0,0,0,0.0,0.0,F,0,0,4,4,0,0,1070,0,0
Female,22,African-American,0,6,0,0,1,-1.0,1.0,F,1,0,6,6,1,0,105,0,1
Male,49,Caucasian,0,1,0,0,0,0.0,0.0,F,0,0,1,1,0,0,867,0,0
Male,49,African-American,0,3,0,0,1,0.0,0.0,F,1,1,3,1,1,19,76,1,1
Male,59,Caucasian,0,1,0,0,2,0.0,0.0,F,0,0,1,1,2,13,1107,0,0
Male,32,Caucasian,0,5,0,0,6,-29.0,30.0,M,0,0,5,4,6,0,861,0,0
Male,24,African-American,0,2,0,2,1,0.0,1.0,M,1,1,2,4,1,0,387,1,1
Male,32,African-American,0,1,0,0,0,0.0,1.0,F,0,0,1,2,0,0,1154,0,0
Male,27,African-American,0,10,0,1,9,-1.0,0.0,F,1,1,10,5,9,0,28,1,1
Male,25,Caucasian,0,8,0,0,2,0.0,0.0,M,0,0,8,4,2,12,525,0,0
Male,34,African-American,0,6,0,0,1,3.0,1625.0,M,0,0,6,7,1,0,1101,0,0
Female,62,Caucasian,0,1,0,0,2,-42.0,43.0,F,1,0,1,1,2,0,138,1,1
Male,20,Caucasian,0,5,0,0,0,-1.0,1.0,M,1,0,5,6,0,0,29,1,1
Male,37,African-American,2,9,0,0,18,-1.0,27.0,M,0,0,9,9,18,0,51,0,0
Female,30,Caucasian,0,10,0,0,5,0.0,0.0,F,1,0,10,8,5,7,235,1,1
Male,23,African-American,0,6,0,0,1,0.0,0.0,F,1,1,6,6,1,1,278,0,1
Female,20,African-American,0,8,0,0,0,0.0,1.0,F,0,0,8,7,0,0,740,0,0
Male,29,Caucasian,0,7,0,0,7,-67.0,67.0,M,1,1,7,6,7,0,99,1,1
Male,24,African-American,0,2,0,0,1,-59.0,60.0,F,0,0,2,3,1,0,914,0,0
Female,54,Caucasian,0,3,0,0,1,-48.0,49.0,M,0,0,3,2,1,0,815,0,0
Male,66,African-American,0,1,0,0,3,-36.0,37.0,F,0,0,1,1,3,0,101,0,0
Male,50,Caucasian,0,2,0,0,8,-14.0,14.0,F,0,0,2,5,8,0,1099,0,0
Male,50,African-American,0,2,0,0,7,-1.0,1.0,F,0,0,2,1,7,0,1151,0,0
Male,40,Caucasian,0,1,0,0,3,-1.0,1.0,F,0,0,1,1,3,0,1077,0,0
Female,30,African-American,0,7,0,0,4,213.0,543.0,M,1,1,7,6,4,0,213,1,1
Female,24,Caucasian,0,7,0,0,2,-1.0,1.0,F,0,0,7,5,2,1,170,0,0
Female,23,African-American,0,5,0,0,3,-1.0,1.0,F,1,1,5,3,3,0,14,1,1
Male,24,African-American,0,8,0,0,4,3.0,1.0,M,1,0,8,5,4,0,77,1,1
Male,54,Caucasian,0,1,0,0,3,-1.0,1.0,M,1,0,1,1,3,1,281,1,1
Male,25,Caucasian,0,10,0,2,4,-10.0,4.0,M,0,0,10,7,4,0,150,0,0
Male,46,Caucasian,0,1,0,0,1,-2.0,2.0,M,0,0,1,1,1,0,980,0,0
Female,22,Caucasian,0,3,0,0,0,-1.0,1.0,M,0,0,3,4,0,0,913,0,0
Female,32,Caucasian,0,2,0,0,1,-1.0,1.0,F,0,0,2,1,1,1,840,0,0
Male,25,African-American,0,3,0,0,0,-1.0,1.0,M,1,0,3,4,0,3,257,1,1
Male,22,African-American,0,8,0,0,3,50.0,308.0,F,1,0,8,7,3,0,50,0,1
Male,33,African-American,0,9,0,0,16,-2.0,2.0,F,1,0,9,3,16,0,294,1,1
Female,49,Caucasian,0,1,0,0,0,127.0,1.0,M,1,0,1,1,0,0,127,0,1
Male,30,African-American,0,5,0,0,10,92.0,198.0,F,0,0,5,7,10,0,92,0,0
Male,33,African-American,0,5,0,0,4,-1.0,1.0,M,1,1,5,6,4,1,65,1,1
Male,24,African-American,0,2,0,0,0,0.0,1.0,F,0,0,2,3,0,0,1184,0,0
Male,33,African-American,0,9,0,1,12,-1.0,1.0,M,1,0,9,7,12,1,135,1,1
Male,37,Caucasian,0,2,0,0,0,-1.0,2.0,M,1,0,2,1,0,0,739,1,0
Female,40,Caucasian,0,1,0,0,0,0.0,0.0,M,0,0,1,1,0,0,815,0,0
Male,27,Caucasian,0,10,0,0,1,506.0,409.0,F,0,0,10,10,1,0,506,0,0
Male,43,African-American,0,6,0,0,9,-1.0,1.0,F,1,1,6,2,9,0,2,1,1
Male,26,Caucasian,0,4,0,0,11,-56.0,33.0,F,0,0,4,3,11,0,928,0,0
Male,35,African-American,0,6,0,0,5,-1.0,1.0,F,1,0,6,7,5,1,141,1,1
Male,25,African-American,0,9,1,0,11,-1.0,1.0,F,1,1,9,8,11,6,142,1,1
Male,61,African-American,0,1,0,0,1,0.0,1.0,F,1,0,1,1,1,0,421,1,1
Male,53,Caucasian,0,6,0,0,1,-246.0,246.0,F,1,1,6,2,1,0,488,1,1
Female,52,African-American,0,1,0,0,1,-28.0,28.0,F,0,0,1,1,1,0,1136,0,0
Male,26,Caucasian,0,9,0,0,7,81.0,98.0,M,1,0,9,7,7,0,54,1,1
Male,39,African-American,0,2,0,0,1,0.0,1.0,M,1,0,2,1,1,0,134,1,1
Male,47,African-American,0,4,0,0,5,-1.0,0.0,F,0,0,4,1,5,0,759,0,0
Male,50,Caucasian,0,1,0,0,1,3.0,147.0,F,0,0,1,1,1,0,1148,0,0
Female,52,Caucasian,0,7,0,0,6,0.0,1832.0,M,0,0,7,2,6,33,1044,0,0
Female,41,Caucasian,0,1,0,0,0,3.0,3.0,M,0,0,1,1,0,0,1185,0,0
Male,37,Caucasian,0,1,0,0,0,0.0,0.0,M,0,0,1,2,0,0,788,0,0
Female,24,African-American,0,7,0,0,0,-1.0,1.0,F,0,0,7,5,0,0,952,0,0
Female,34,African-American,0,9,0,0,14,-1.0,1.0,F,0,0,9,8,14,3,310,0,0
Male,24,African-American,0,6,0,0,5,86.0,1.0,F,1,0,6,4,5,0,86,1,1
Male,25,Caucasian,0,3,0,0,1,0.0,0.0,M,1,0,3,3,1,0,23,1,1
Male,31,Caucasian,0,5,0,0,3,-37.0,37.0,M,0,0,5,7,3,0,161,0,0
Female,62,Caucasian,0,1,0,0,0,0.0,1.0,M,0,0,1,1,0,0,911,0,0
Male,23,Caucasian,0,3,0,0,0,-1.0,1.0,F,1,0,3,5,0,0,337,1,1
Female,60,Caucasian,0,7,0,0,0,0.0,0.0,F,0,0,7,3,0,13,1108,0,0
Male,35,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,0,1,1,0,0,760,0,0
Female,24,African-American,0,7,0,0,0,-1.0,1.0,F,0,0,7,5,0,0,907,0,0
Female,56,Caucasian,0,2,0,0,1,-60.0,60.0,F,1,1,2,1,1,0,226,1,1
Male,30,Caucasian,0,1,0,0,0,0.0,0.0,M,0,0,1,2,0,0,1071,0,0
Male,41,Caucasian,0,9,0,0,17,171.0,186.0,M,1,1,9,6,17,0,171,0,1
Male,35,Caucasian,0,5,0,0,4,-1.0,1.0,F,1,0,5,2,4,0,397,1,1
Female,28,Caucasian,0,4,0,0,0,-1.0,1.0,M,0,0,4,3,0,0,835,0,0
Male,23,African-American,0,10,1,0,1,689.0,672.0,M,0,0,10,8,1,0,689,0,0
Male,56,African-American,0,1,0,0,0,-1.0,2.0,F,0,0,1,1,0,0,912,0,0
Male,23,African-American,0,2,0,0,2,-1.0,1.0,F,1,0,2,3,2,0,281,1,1
Male,23,Caucasian,0,2,1,0,1,-1.0,1.0,M,0,0,2,4,1,0,734,0,0
Male,21,African-American,0,9,0,0,0,0.0,0.0,F,1,0,9,9,0,2,39,0,1
Female,21,African-American,1,7,2,2,3,539.0,285.0,F,1,1,7,8,3,0,539,0,0
Female,35,African-American,0,5,0,0,2,-1.0,1.0,F,0,0,5,2,2,13,938,0,0
Male,33,Caucasian,0,3,0,0,3,0.0,0.0,M,0,0,3,3,3,0,1098,0,0
Male,41,African-American,2,9,1,0,9,-1.0,1.0,M,1,0,9,5,9,0,894,1,0
Male,24,African-American,0,5,0,0,0,-1.0,1.0,F,0,0,5,7,0,3,900,0,0
Male,28,African-American,0,8,0,0,9,-1.0,1.0,F,1,0,8,4,9,0,20,1,1
Male,49,African-American,0,2,0,0,3,0.0,0.0,F,0,0,2,1,3,1,1084,0,0
Male,21,African-American,0,3,0,0,0,-1.0,1.0,F,1,0,3,6,0,1,681,1,1
Female,27,African-American,0,9,0,0,3,-1.0,1.0,F,1,1,9,6,3,2,452,1,1
Male,32,African-American,0,7,0,0,4,302.0,609.0,F,1,1,7,6,4,0,302,1,1
Male,50,African-American,0,5,0,0,4,-3.0,3.0,M,0,0,5,2,4,0,827,0,0
Female,23,African-American,0,3,0,0,0,0.0,0.0,M,0,0,3,3,0,0,794,0,0
Male,34,Caucasian,0,4,0,0,0,-1.0,1.0,M,0,0,4,2,0,0,817,0,0
Male,35,African-American,0,4,0,0,1,3.0,1.0,M,0,0,4,2,1,0,1038,0,0
Male,25,African-American,0,5,0,1,4,-1.0,1.0,F,1,0,5,4,4,32,304,1,1
Female,33,Caucasian,0,5,0,0,2,-1.0,1.0,F,1,0,5,2,2,42,44,1,1
Female,29,Caucasian,0,10,0,0,11,-3.0,3.0,F,1,0,10,5,11,32,58,1,1
Female,32,African-American,0,4,0,0,6,-1.0,1.0,F,1,0,4,5,6,3,66,1,1
Male,52,African-American,0,1,0,0,3,-1.0,1.0,F,0,0,1,2,3,0,411,0,0
Female,26,Caucasian,0,3,0,0,3,-1.0,1.0,M,0,0,3,3,3,0,809,0,0
Male,31,Caucasian,0,3,0,0,2,-1.0,1.0,F,1,0,3,2,2,0,55,0,1
Male,47,Caucasian,0,1,0,0,2,3.0,100.0,M,0,0,1,1,2,0,1092,0,0
Male,25,African-American,0,7,0,0,5,77.0,1.0,F,0,0,7,5,5,0,77,0,0
Female,30,Caucasian,0,5,0,0,0,0.0,0.0,F,0,0,5,2,0,1,1114,0,0
Male,20,African-American,0,10,0,0,0,-1.0,1.0,M,1,1,10,10,0,3,20,1,1
Female,29,African-American,0,10,0,0,2,64.0,34.0,F,0,0,10,10,2,0,64,0,0
Male,31,Caucasian,0,4,0,0,0,-1.0,1.0,F,0,0,4,5,0,77,1135,0,0
Female,54,Caucasian,0,2,0,0,12,-175.0,175.0,F,0,0,2,1,12,0,921,0,0
Female,37,Caucasian,0,3,0,0,1,-25.0,25.0,M,0,0,3,2,1,0,1135,0,0
Male,49,Caucasian,0,6,0,0,8,0.0,0.0,F,1,0,6,2,8,4,314,1,1
Female,33,African-American,0,2,0,0,1,-2.0,2.0,F,0,0,2,2,1,0,1129,0,0
Male,20,African-American,0,9,0,0,1,-83.0,50.0,F,0,0,9,8,1,0,736,0,0
Male,42,African-American,0,1,0,0,0,0.0,1.0,M,0,0,1,1,0,0,80,0,0
Male,44,Caucasian,0,2,0,0,0,-1.0,1.0,F,1,0,2,3,0,8,379,1,1
Male,28,African-American,0,6,0,0,5,-1.0,1.0,F,1,0,6,5,5,50,261,0,1
Male,32,African-American,0,6,0,0,4,-1.0,0.0,F,1,1,6,7,4,672,750,1,1
Male,28,African-American,0,7,0,0,7,-1.0,1.0,F,1,1,7,6,7,1,18,1,1
Male,38,Caucasian,0,4,0,0,0,0.0,0.0,F,0,0,4,2,0,158,1142,0,0
Male,38,African-American,0,4,0,0,3,-1.0,1.0,F,0,0,4,1,3,0,1148,0,0
Male,21,Caucasian,0,4,0,0,1,-301.0,1.0,F,0,0,4,5,1,0,758,0,0
Female,34,African-American,0,3,0,0,0,-1.0,1.0,M,1,1,3,2,0,0,803,1,0
Male,21,Caucasian,0,6,0,0,1,-1.0,1.0,F,1,0,6,6,1,0,306,1,1
Male,36,African-American,0,8,0,0,1,-1.0,1.0,F,1,0,8,4,1,30,39,1,1
Male,29,African-American,0,2,0,0,0,-1.0,1.0,M,1,0,2,2,0,0,54,1,1
Male,34,African-American,0,6,0,1,3,-1.0,1.0,F,1,0,6,3,3,0,118,1,1
Male,38,African-American,0,2,0,0,1,-1.0,1.0,M,0,0,2,2,1,7,1134,0,0
Male,36,Caucasian,0,1,0,0,0,-1.0,1.0,F,0,0,1,1,0,24,863,0,0
Male,23,African-American,0,9,0,0,0,-1.0,1.0,M,0,0,9,8,0,0,1045,0,0
Male,47,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,0,1,1,0,0,923,0,0
Male,20,African-American,0,3,0,0,0,0.0,0.0,F,0,0,3,6,0,0,886,0,0
Female,25,African-American,0,8,0,0,2,-1.0,1.0,F,1,0,8,8,2,0,423,1,1
Male,35,African-American,0,1,0,0,0,-1.0,2.0,M,0,0,1,1,0,0,882,0,0
Female,30,Caucasian,0,3,0,0,1,-82.0,82.0,F,0,0,3,2,1,0,904,0,0
Female,28,Caucasian,0,4,0,0,1,-1.0,1.0,M,0,0,4,4,1,0,778,0,0
Male,30,Caucasian,0,8,0,0,2,-37.0,36.0,M,1,0,8,2,2,0,38,0,1
Female,45,Caucasian,0,3,0,0,3,336.0,480.0,M,0,0,3,2,3,0,336,0,0
Male,24,African-American,0,5,0,0,2,-1.0,1.0,M,1,0,5,5,2,0,72,1,1
Male,22,African-American,0,9,0,0,0,-1.0,1.0,F,0,0,9,9,0,0,1172,0,0
Female,42,African-American,0,1,0,0,0,31.0,0.0,M,1,1,1,1,0,0,31,1,1
Male,24,African-American,1,9,1,0,8,-54.0,54.0,F,1,1,9,10,8,0,198,1,1
Male,60,African-American,0,3,0,0,12,-1.0,1.0,F,0,0,3,1,12,0,409,0,0
Male,33,African-American,0,5,0,0,6,-1.0,1.0,M,0,0,5,4,6,0,41,0,0
Male,34,African-American,0,4,0,0,2,-1.0,1.0,M,1,0,4,3,2,23,121,0,1
Male,24,Caucasian,0,8,0,0,4,-1.0,1.0,M,0,0,8,4,4,0,159,0,0
Male,27,African-American,0,2,0,0,0,-1.0,1.0,M,1,0,2,3,0,1,47,1,1
Male,29,African-American,1,10,1,1,4,0.0,1.0,F,1,1,10,9,4,0,18,1,1
Male,21,Caucasian,1,7,0,1,1,0.0,1.0,F,1,0,7,8,1,37,62,0,1
Male,30,Caucasian,0,5,0,0,10,123.0,378.0,F,1,1,5,2,10,0,123,1,1
Female,42,Caucasian,0,1,0,0,0,-1.0,1.0,F,1,0,1,1,0,0,106,1,1
Male,32,African-American,0,4,0,0,1,0.0,0.0,F,0,0,4,3,1,0,1171,0,0
Male,30,Caucasian,0,4,0,0,3,-1.0,1.0,M,0,0,4,3,3,0,1101,0,0
Male,22,African-American,0,3,0,0,1,-1.0,1.0,F,1,0,3,5,1,0,350,1,1
Male,20,Caucasian,0,10,0,0,0,-2.0,2.0,M,1,0,10,9,0,0,14,1,1
Male,57,Caucasian,0,2,0,0,0,0.0,0.0,M,0,0,2,2,0,1,909,0,0
Male,51,Caucasian,0,1,0,0,3,-1.0,1.0,F,1,0,1,1,3,0,177,0,1
Male,21,African-American,0,4,0,0,0,-1.0,1.0,F,0,0,4,6,0,0,738,0,0
Male,22,African-American,0,5,0,0,0,-1.0,1.0,F,0,0,5,7,0,34,552,0,0
Male,35,African-American,0,8,0,0,4,-1.0,1.0,F,1,0,8,3,4,0,13,1,1
Female,54,Caucasian,0,2,0,0,1,-95.0,95.0,F,0,0,2,2,1,0,1019,0,0
Male,58,Caucasian,0,3,0,0,2,-9.0,9.0,F,0,0,3,2,2,0,893,0,0
Female,32,Caucasian,0,1,0,0,0,-1.0,1.0,F,1,0,1,2,0,0,29,1,1
Female,39,African-American,0,6,0,0,22,-49.0,49.0,F,1,0,6,1,22,0,365,0,1
Male,30,Caucasian,0,6,0,0,9,-1.0,1.0,M,1,0,6,5,9,6,35,1,1
Male,20,African-American,0,10,0,0,0,-1.0,1.0,F,1,1,10,10,0,208,352,1,1
Female,45,Caucasian,0,2,0,0,5,-1.0,2.0,M,0,0,2,2,5,0,1004,0,0
Male,31,African-American,0,3,0,0,4,-1.0,1.0,F,1,0,3,4,4,0,204,1,1
Female,53,Caucasian,0,3,0,0,1,-1.0,1.0,M,0,0,3,1,1,0,1080,0,0
Male,44,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,0,1,1,0,1,784,0,0
Female,44,Caucasian,0,5,0,0,1,-6.0,6.0,M,0,0,5,2,1,0,433,0,0
Male,21,Caucasian,0,2,0,0,0,-1.0,1.0,F,1,0,2,5,0,0,211,1,1
Male,28,African-American,0,1,0,0,0,0.0,1.0,M,0,0,1,2,0,0,968,0,0
Male,28,Caucasian,0,1,0,0,2,-1.0,1.0,M,0,0,1,2,2,0,1143,0,0
Male,24,African-American,0,3,0,0,0,-1.0,1.0,F,1,0,3,4,0,0,5,1,1
Male,28,African-American,0,2,0,0,0,0.0,1.0,F,0,0,2,3,0,0,966,0,0
Male,53,Caucasian,0,1,0,0,4,0.0,1.0,F,0,0,1,1,4,0,129,0,0
Male,20,African-American,0,3,0,0,1,-24.0,24.0,F,0,0,3,5,1,0,736,0,0
Male,21,African-American,0,6,0,0,0,-6.0,7.0,M,0,0,6,6,0,0,848,0,0
Male,37,Caucasian,0,1,0,0,1,-1.0,1.0,M,1,0,1,1,1,0,479,1,1
Male,30,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,0,1,2,0,0,1056,0,0
Male,26,Caucasian,0,8,0,0,2,-1.0,1.0,F,1,0,8,4,2,0,27,1,1
Female,26,African-American,0,9,0,0,5,-1.0,1.0,F,1,1,9,6,5,6,100,1,1
Female,39,African-American,0,2,0,0,1,-1.0,1.0,F,0,0,2,1,1,0,1131,0,0
Male,44,African-American,0,5,0,0,2,-1.0,1.0,F,0,0,5,2,2,1,618,0,0
Male,45,Caucasian,0,2,0,0,0,-1.0,1.0,M,0,0,2,2,0,2,936,0,0
Male,30,African-American,0,1,0,0,1,-1.0,1.0,F,0,0,1,2,1,0,684,0,0
Male,23,Caucasian,0,5,0,0,6,-1.0,1.0,F,1,0,5,4,6,0,411,1,1
Male,37,African-American,0,4,0,0,1,-139.0,140.0,F,0,0,4,4,1,0,905,0,0
Male,42,African-American,0,1,0,0,0,-1.0,1.0,F,0,0,1,1,0,0,833,0,0
Female,20,African-American,0,8,0,0,0,32.0,1.0,F,1,0,8,7,0,0,32,1,1
Male,65,Caucasian,0,1,0,0,2,-84.0,60.0,M,0,0,1,1,2,0,991,0,0
Male,54,Caucasian,0,2,0,0,4,-1.0,1.0,M,0,0,2,1,4,2,1145,0,0
Male,47,African-American,0,1,0,0,7,-1.0,1.0,F,1,0,1,1,7,0,349,1,1
Male,39,African-American,0,9,0,0,5,-49.0,49.0,F,1,0,9,6,5,0,92,1,1
Male,26,Caucasian,0,7,0,0,0,-3.0,3.0,F,1,0,7,3,0,0,56,1,1
Male,29,Caucasian,0,10,0,0,7,-1.0,2.0,M,1,1,10,7,7,0,50,1,1
Male,51,Caucasian,0,1,0,0,7,-1.0,1.0,F,1,1,1,1,7,14,32,1,1
Male,44,African-American,0,1,0,0,0,0.0,0.0,M,0,0,1,1,0,0,1124,0,0
Male,49,Caucasian,0,5,0,0,12,-24.0,24.0,M,0,0,5,1,12,0,52,0,0
Male,22,African-American,0,8,0,0,0,-1.0,1.0,F,1,0,8,9,0,0,232,1,1
Male,32,African-American,0,4,0,0,4,-1.0,1.0,M,1,0,4,2,4,0,231,1,1
Male,27,African-American,0,3,0,0,0,-1.0,1.0,M,0,0,3,3,0,0,774,0,0
Male,30,Caucasian,0,2,0,0,0,-1.0,1.0,M,0,0,2,1,0,0,919,0,0
Male,22,African-American,0,10,3,1,6,3.0,63.0,F,1,1,10,10,6,0,148,1,1
Male,20,African-American,2,8,0,0,2,-56.0,56.0,F,1,0,8,10,2,0,676,1,1
Female,51,Caucasian,0,5,0,0,5,0.0,0.0,F,0,0,5,2,5,33,963,0,0
Male,27,African-American,0,2,0,0,4,-1.0,1.0,F,1,0,2,2,4,0,227,1,1
Male,32,African-American,0,7,0,0,0,-1.0,1.0,F,1,0,7,3,0,16,28,1,1
Male,43,African-American,0,3,0,0,2,-1.0,1.0,F,0,0,3,1,2,5,449,0,0
Female,63,African-American,0,4,0,0,1,3.0,2902.0,F,0,0,4,1,1,0,858,0,0
Male,37,Caucasian,0,2,0,0,2,-1.0,1.0,F,0,0,2,1,2,0,962,0,0
Male,26,African-American,0,4,0,0,0,-1.0,1.0,F,1,0,4,3,0,0,94,0,1
Male,32,African-American,1,10,2,0,17,84.0,0.0,F,1,0,10,10,17,0,84,1,1
Male,26,African-American,0,2,0,0,0,-1.0,1.0,M,0,0,2,3,0,0,953,0,0
Female,58,African-American,0,1,0,0,4,-1.0,1.0,F,0,0,1,1,4,0,848,0,0
Female,22,Caucasian,0,3,0,1,1,-22.0,22.0,M,0,0,3,4,1,0,883,0,0
Male,26,African-American,0,5,0,0,6,-105.0,0.0,M,1,0,5,4,6,0,250,1,1
Male,21,African-American,2,10,0,1,2,-1.0,1.0,F,1,0,10,9,2,139,158,1,1
Female,29,African-American,0,4,0,0,1,3.0,1.0,F,1,0,4,2,1,0,482,1,1
Male,31,Caucasian,0,7,0,0,0,0.0,1.0,F,1,0,7,4,0,35,278,1,1
Male,43,Caucasian,0,1,0,0,2,-10.0,10.0,F,0,0,1,1,2,0,869,0,0
Male,23,African-American,0,7,0,0,0,-1.0,1.0,M,0,0,7,6,0,0,1057,0,0
Male,25,Caucasian,0,2,0,0,0,-1.0,1.0,F,0,0,2,4,0,0,766,0,0
Male,22,African-American,0,9,0,0,6,-1.0,1.0,F,0,0,9,9,6,0,405,0,0
Male,30,African-American,0,4,0,0,6,-1.0,1.0,F,0,0,4,4,6,133,1168,0,0
Male,25,African-American,0,9,3,1,15,-1.0,1.0,F,1,1,9,7,15,1,147,1,1
Male,20,African-American,0,7,0,1,0,-1.0,1.0,F,1,0,7,6,0,0,3,1,1
Male,31,African-American,0,5,0,0,3,716.0,1.0,F,1,0,5,2,3,0,464,1,1
Male,33,African-American,0,2,0,0,1,-1.0,1.0,F,1,0,2,2,1,2,121,1,1
Male,59,African-American,0,4,0,0,1,-1.0,1.0,F,0,0,4,1,1,0,1111,0,0
Male,53,African-American,0,6,0,0,8,-1.0,1.0,F,1,0,6,1,8,4,407,1,1
Male,34,Caucasian,0,2,0,0,2,-1.0,1.0,M,0,0,2,2,2,0,1139,0,0
Male,36,Caucasian,0,4,0,0,6,-25.0,26.0,F,0,0,4,2,6,0,1078,0,0
Male,23,African-American,0,3,0,0,0,-1.0,1.0,F,0,0,3,5,0,0,365,0,0
Male,32,African-American,0,8,0,0,2,0.0,0.0,M,0,0,8,5,2,109,1166,0,0
Male,32,African-American,0,9,0,0,11,-1.0,1.0,M,1,0,9,5,11,1,111,0,1
Female,66,Caucasian,0,1,0,0,1,-46.0,46.0,M,0,0,1,1,1,0,1068,0,0
Female,24,Caucasian,0,6,0,0,0,-1.0,1.0,M,0,0,6,4,0,23,1047,0,0
Male,30,African-American,0,10,0,0,7,-1.0,1.0,F,1,0,10,7,7,631,903,1,1
Male,28,African-American,0,7,0,0,1,-1.0,1.0,M,0,0,7,3,1,1,1113,0,0
Male,43,Caucasian,0,5,0,0,4,0.0,0.0,F,1,1,5,2,4,2,549,1,1
Male,35,African-American,0,2,0,0,3,-1.0,1.0,M,0,0,2,2,3,10,825,0,0
Male,19,African-American,3,8,0,0,2,-21.0,21.0,F,1,0,8,9,2,0,48,0,1
Male,33,Caucasian,0,2,0,0,0,3.0,2.0,F,1,1,2,2,0,0,68,1,1
Male,22,African-American,0,6,0,0,1,-1.0,1.0,M,1,1,6,7,1,3,70,1,1
Male,29,African-American,0,1,0,0,0,0.0,1.0,F,0,0,1,2,0,0,1167,0,0
Female,23,African-American,0,4,0,0,0,-1.0,1.0,M,0,0,4,5,0,1,776,0,0
Male,62,African-American,0,9,0,0,15,-36.0,35.0,F,0,0,9,9,15,0,911,0,0
Female,33,Caucasian,0,2,0,0,0,-2.0,3.0,M,0,0,2,1,0,0,47,0,0
Male,35,African-American,0,4,0,0,1,0.0,1.0,M,0,0,4,2,1,0,1156,0,0
Male,53,Caucasian,0,1,0,0,0,0.0,0.0,F,1,0,1,1,0,0,843,0,0
Male,59,Caucasian,0,6,0,0,17,-25.0,25.0,F,1,0,6,1,17,0,165,1,1
Female,48,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,0,1,1,0,0,1086,0,0
Female,33,African-American,0,2,0,0,1,-10.0,10.0,F,0,0,2,1,1,0,1152,0,0
Male,44,Caucasian,0,1,0,0,0,0.0,0.0,M,0,0,1,1,0,1,1068,0,0
Male,31,Caucasian,0,2,0,0,10,-18.0,18.0,F,1,0,2,2,10,0,64,1,1
Male,28,African-American,0,4,0,1,2,-1.0,1.0,F,1,0,4,5,2,0,287,0,1
Male,23,African-American,0,7,0,0,0,0.0,1.0,F,1,0,7,5,0,5,5,1,1
Male,26,Caucasian,0,5,0,0,0,0.0,0.0,F,0,0,5,4,0,0,1185,0,0
Male,22,African-American,0,9,3,0,3,0.0,0.0,F,0,0,9,10,3,0,915,0,0
Male,29,African-American,0,2,0,0,0,-1.0,1.0,M,0,0,2,3,0,0,1101,0,0
Male,20,African-American,0,9,1,1,2,-1.0,1.0,F,1,0,9,7,2,1,167,1,1
Male,44,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,0,1,1,0,0,870,0,0
Male,41,African-American,0,5,0,0,2,-1.0,1.0,F,0,0,5,3,2,14,953,0,0
Female,28,African-American,0,4,0,1,4,0.0,0.0,F,0,0,4,3,4,0,875,0,0
Male,27,Caucasian,0,6,0,0,1,-1.0,1.0,M,1,0,6,5,1,21,115,0,1
Male,31,Caucasian,0,3,0,0,7,-1.0,1.0,M,0,0,3,2,7,0,753,0,0
Male,23,Caucasian,0,8,0,0,5,-105.0,105.0,F,1,0,8,5,5,0,298,1,1
Male,33,African-American,0,7,0,0,16,-243.0,243.0,M,1,0,7,3,16,0,172,1,1
Male,26,African-American,0,3,0,0,3,-21.0,21.0,F,1,0,3,3,3,0,554,1,1
Male,20,African-American,0,4,0,2,0,-1.0,1.0,F,1,1,4,7,0,0,117,0,0
Male,55,Caucasian,0,1,0,0,2,-1.0,1.0,M,1,0,1,1,2,0,37,1,1
Male,36,African-American,0,8,0,0,0,0.0,0.0,F,0,0,8,2,0,1,1129,0,0
Male,23,African-American,1,9,0,0,1,-1.0,1.0,M,0,0,9,9,1,4,961,0,0
Male,34,African-American,0,10,2,1,19,-1.0,1.0,F,1,0,10,6,19,4,276,1,1
Female,59,Caucasian,0,1,0,0,1,-21.0,21.0,F,0,0,1,1,1,0,965,0,0
Male,37,Caucasian,0,2,0,0,0,-4.0,5.0,F,1,1,2,1,0,0,85,1,1
Female,28,Caucasian,0,4,0,0,0,-1.0,1.0,F,1,0,4,3,0,0,627,1,1
Male,20,African-American,1,10,0,1,1,-47.0,47.0,F,1,0,10,9,1,0,55,1,1
Male,31,African-American,0,2,0,0,0,-1.0,1.0,F,0,0,2,4,0,0,911,0,0
Female,38,African-American,0,10,0,0,14,-1.0,1.0,F,1,1,10,3,14,4,29,0,1
Male,33,African-American,0,1,0,0,0,-4.0,4.0,F,1,0,1,2,0,0,155,1,1
Male,27,African-American,0,8,0,0,3,-1.0,1.0,F,1,1,8,6,3,0,50,1,1
