sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,is_violent_recid,v_decile_score,decile_score_again
Male,60,Caucasian,0,0,0,2,-227.0,206.0,F,0,O,0,1,1
Male,50,Caucasian,0,0,0,1,-1.0,1.0,M,1,M,0,1,1
Male,41,African-American,0,0,0,4,-1.0,1.0,F,0,O,0,2,5
Male,34,African-American,0,0,0,4,378.0,219.0,F,1,M,1,1,2
Male,22,Caucasian,0,0,2,5,-2.0,2.0,F,1,F,1,6,8
Male,29,African-American,0,0,1,20,-1.0,1.0,F,0,O,0,9,10
Male,22,Caucasian,0,0,2,0,-1.0,1.0,F,1,M,1,6,7
Male,25,African-American,0,0,0,2,-1.0,1.0,F,0,O,0,3,5
Male,42,African-American,0,0,0,1,-1.0,1.0,F,1,M,0,3,4
Female,60,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Female,27,Caucasian,0,0,0,2,-34.0,34.0,F,0,O,0,3,3
Male,33,African-American,0,0,0,23,525.0,1.0,F,1,M,0,8,9
Male,24,African-American,0,0,1,0,0.0,1.0,F,0,O,0,5,3
Male,37,African-American,0,0,0,4,0.0,0.0,F,0,O,0,2,4
Male,37,Caucasian,0,0,0,0,-3.0,3.0,M,0,O,0,1,1
Male,30,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,2,8
Male,44,Caucasian,0,0,0,11,88.0,366.0,F,0,O,0,9,9
Male,33,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,1,8
Male,24,Caucasian,0,3,2,8,-1.0,1.0,F,0,O,0,9,10
Male,35,African-American,0,0,0,1,0.0,0.0,F,1,F,1,1,1
Male,50,Caucasian,0,0,0,1,0.0,0.0,F,0,O,0,1,2
Female,38,African-American,0,0,0,0,-2.0,2.0,M,0,O,0,1,1
Female,24,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,5,8
Male,49,Caucasian,0,0,0,2,-1.0,1.0,M,0,O,0,1,1
Male,38,African-American,0,0,0,9,-5.0,4.0,F,0,O,0,8,6
Female,30,African-American,0,0,0,0,0.0,0.0,M,0,O,0,2,2
Male,22,African-American,0,0,0,3,-1.0,1.0,F,1,M,1,5,6
Male,31,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,2,1
Male,25,African-American,0,0,0,0,-1.0,1.0,F,1,M,0,3,7
Male,52,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Female,24,Caucasian,0,0,1,3,-120.0,113.0,F,0,O,0,4,6
Male,26,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,3,2
Female,31,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Female,24,African-American,0,1,0,3,-1.0,1.0,F,0,O,0,4,7
Male,43,African-American,0,0,0,21,0.0,0.0,F,0,O,0,9,9
Male,29,African-American,0,1,0,6,-55.0,55.0,F,0,O,0,5,7
Male,45,Caucasian,0,0,0,9,-1.0,1.0,F,1,F,0,4,9
Male,50,African-American,0,0,0,8,-1.0,1543.0,M,0,O,0,4,5
Male,20,African-American,0,0,0,0,-1.0,1.0,F,1,F,0,7,9
Male,29,African-American,0,0,0,4,-1.0,2.0,F,1,F,1,9,8
Male,43,Caucasian,0,0,0,1,-1.0,1.0,F,1,F,0,4,6
Male,37,African-American,3,0,0,17,-1.0,1.0,F,0,O,0,4,10
Male,26,Caucasian,0,0,0,2,-1.0,1.0,F,0,O,0,6,5
Female,46,African-American,0,0,0,4,-1.0,0.0,F,0,O,0,3,4
Male,27,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,2,1
Female,46,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Female,38,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,4,6
Male,39,Caucasian,0,0,0,8,-56.0,56.0,F,0,O,0,3,1
Male,29,African-American,0,0,0,12,-1.0,1.0,F,1,M,1,7,10
Male,41,Caucasian,0,0,0,0,0.0,1.0,M,0,O,0,1,1
Male,29,African-American,0,0,1,11,-65.0,1.0,F,1,F,0,7,10
Male,27,African-American,0,0,0,4,-24.0,24.0,M,0,O,0,7,9
Female,25,African-American,0,0,0,5,-1.0,1.0,F,0,O,0,3,7
Male,41,Caucasian,0,0,0,3,265.0,372.0,F,0,O,0,1,9
Male,23,African-American,1,0,0,2,-1.0,1.0,F,0,O,0,5,7
Female,46,African-American,0,0,0,1,51.0,245.0,F,1,F,0,3,8
Male,45,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,1,4
Male,30,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,2,3
Male,34,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,4,6
Male,70,Caucasian,0,0,0,11,-13.0,13.0,F,1,M,0,1,1
Male,53,African-American,0,0,0,3,-1.0,1.0,M,0,O,0,4,3
Male,52,Caucasian,0,0,0,2,-1.0,1.0,F,0,O,0,1,1
Male,36,Caucasian,0,0,0,1,-29.0,29.0,M,0,O,0,2,2
Male,23,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,4,3
Male,51,African-American,0,0,0,4,-26.0,26.0,M,1,M,0,2,2
Male,41,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,2,4
Male,25,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,9,9
Male,28,African-American,0,0,0,2,-1.0,1.0,F,0,O,0,3,5
Male,55,African-American,0,0,0,21,0.0,1.0,F,1,M,0,5,6
Female,49,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,1,1
Female,26,African-American,0,0,0,9,404.0,13.0,M,1,M,1,4,6
Male,25,Caucasian,0,0,0,0,0.0,0.0,M,0,O,0,2,2
Male,40,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,4,5
Female,47,Caucasian,0,0,0,0,0.0,0.0,F,0,O,0,1,1
Female,24,African-American,0,0,0,3,-14.0,14.0,F,0,O,0,5,6
Male,27,African-American,0,0,0,0,0.0,0.0,M,0,O,0,3,2
Male,25,Caucasian,0,2,0,5,-3.0,3.0,M,1,M,0,4,7
Male,31,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,2,2
Male,21,African-American,0,1,0,1,0.0,0.0,F,1,M,0,9,10
Male,21,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,8,5
Male,37,African-American,0,0,1,26,-1.0,1.0,F,1,F,0,8,10
Male,21,African-American,0,0,0,1,-1.0,1.0,F,1,F,0,9,9
Male,21,African-American,0,0,0,0,-2.0,2.0,F,0,O,0,6,6
Male,22,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,4,3
Male,26,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,2,1
Male,31,Caucasian,0,0,0,0,0.0,0.0,M,0,O,0,1,2
Male,25,African-American,0,0,0,4,0.0,1.0,F,1,M,0,9,10
Male,54,African-American,0,0,0,5,-1.0,1.0,F,0,O,0,3,6
Female,27,African-American,0,0,0,3,-1.0,1.0,F,1,M,0,3,5
Male,30,Caucasian,0,0,0,3,-1.0,1.0,F,1,M,1,4,4
Male,28,Caucasian,0,0,0,2,0.0,1.0,F,0,O,0,3,2
Male,70,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,37,Caucasian,0,0,0,11,-1.0,1.0,F,1,M,0,4,9
Male,46,African-American,0,0,0,5,0.0,0.0,F,1,M,0,7,5
Male,20,African-American,1,0,0,1,427.0,123.0,F,1,F,0,8,8
Male,43,African-American,0,0,0,18,-1.0,1.0,F,1,M,0,3,4
Male,38,African-American,0,0,0,15,0.0,1.0,F,0,O,0,5,6
Male,29,African-American,0,0,0,0,0.0,1.0,F,0,O,0,2,4
Male,37,African-American,0,0,0,8,0.0,0.0,M,1,F,0,3,2
Female,27,Caucasian,0,0,0,0,-4.0,4.0,F,0,O,0,2,3
Male,42,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,3
Male,31,Caucasian,0,0,0,6,-1.0,1.0,M,0,O,0,5,5
Male,29,African-American,0,0,0,3,-1.0,1.0,F,1,F,0,3,2
Male,48,Caucasian,0,0,0,13,-96.0,96.0,F,1,M,0,7,7
Female,30,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,2,2
Female,25,Caucasian,0,0,0,2,-25.0,25.0,F,1,M,0,3,5
Male,40,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,1,2
Female,49,Caucasian,0,0,0,3,1025.0,226.0,F,1,M,0,1,2
Male,33,Caucasian,0,0,0,1,0.0,1.0,M,0,O,0,2,3
Female,64,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,49,Caucasian,0,0,0,4,-1.0,1.0,F,0,O,0,1,1
Male,26,Caucasian,0,0,0,5,-1.0,1.0,F,1,M,0,4,5
Male,33,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,1,1
Male,61,Caucasian,0,0,0,1,-1.0,1.0,M,0,O,0,1,1
Female,42,Caucasian,0,0,0,11,-1.0,1.0,F,0,O,0,1,5
Male,30,Caucasian,0,0,0,2,-1.0,1.0,F,0,O,0,3,4
Male,62,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Female,27,Caucasian,0,0,0,4,8.0,13.0,M,1,M,0,7,8
Female,32,Caucasian,0,0,0,18,-74.0,74.0,F,0,O,0,7,9
Male,48,Caucasian,0,0,0,9,-1.0,1.0,F,0,O,0,1,6
Female,40,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,2
Male,24,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,5,4
Male,22,African-American,0,0,0,0,-1.0,1.0,F,1,M,0,5,4
Male,30,African-American,0,0,0,4,-1.0,1.0,M,1,M,0,8,8
Male,63,Caucasian,0,0,0,0,0.0,1.0,M,0,O,0,1,1
Male,33,African-American,0,0,0,4,-1.0,1.0,F,0,O,0,9,10
Male,29,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,2,1
Female,21,African-American,1,0,0,1,81.0,79.0,F,1,M,1,6,6
Male,43,Caucasian,0,0,0,0,-5.0,5.0,M,1,M,0,1,4
Male,22,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,5,3
Male,26,African-American,0,0,0,3,0.0,1.0,F,1,M,0,10,10
Male,51,African-American,0,0,0,1,-17.0,17.0,F,0,O,0,1,1
Male,39,Caucasian,0,0,0,3,-1.0,1.0,F,1,M,1,1,1
Male,77,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Female,33,African-American,0,0,0,0,0.0,1.0,F,0,O,0,2,3
Male,32,African-American,0,0,0,14,-1.0,1.0,F,1,M,0,2,8
Male,22,African-American,0,0,0,0,-2.0,2.0,M,0,O,0,5,6
Male,59,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,38,African-American,0,5,0,37,-1.0,1.0,M,1,F,1,2,7
Male,23,African-American,0,0,0,2,0.0,1.0,F,0,O,0,5,6
Male,42,African-American,0,0,0,0,0.0,0.0,M,1,M,0,1,1
Male,20,African-American,1,0,0,1,-37.0,37.0,F,1,F,1,7,3
Male,38,African-American,0,0,0,2,0.0,0.0,F,1,F,1,3,7
Female,34,Caucasian,0,0,0,2,-1.0,1.0,F,0,O,0,2,3
Male,24,African-American,0,0,1,4,-1.0,1.0,F,0,O,0,10,8
Female,36,African-American,0,0,0,7,-1.0,1.0,F,1,M,0,3,3
Male,35,Caucasian,0,0,0,7,-86.0,86.0,F,1,M,0,3,4
Male,36,African-American,0,0,0,0,-1.0,1.0,M,1,M,0,1,3
Male,31,African-American,0,0,0,1,-14.0,15.0,F,0,O,0,2,1
Female,28,African-American,0,0,0,3,-1.0,1.0,F,1,F,0,4,4
Female,34,Caucasian,0,0,0,0,0.0,0.0,F,0,O,0,2,2
Male,41,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,1,6
Male,28,African-American,0,0,0,1,0.0,0.0,F,1,M,0,2,2
Female,35,Caucasian,0,0,0,0,-1.0,2.0,F,0,O,0,1,1
Male,60,Caucasian,0,0,0,3,-120.0,120.0,F,0,O,0,2,1
Male,43,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,1,4
Male,40,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,1,1
Male,31,African-American,0,2,0,15,-1.0,1.0,F,1,F,0,5,9
Male,54,African-American,0,0,0,6,-1.0,1.0,F,1,F,0,1,7
Male,26,African-American,0,0,0,1,0.0,624.0,F,0,O,0,7,6
Male,24,African-American,0,0,0,17,-1.0,1.0,F,1,M,0,9,9
Male,31,Caucasian,0,0,0,0,-2.0,2.0,F,0,O,0,1,1
Female,34,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,6,8
Female,24,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,4,4
Male,32,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,21,African-American,0,0,1,1,-1.0,1.0,F,1,F,0,8,9
Male,22,African-American,0,0,1,0,-1.0,1.0,F,0,O,0,5,3
Male,32,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,2,2
Male,33,Caucasian,0,0,0,1,-2.0,2.0,F,0,O,0,1,1
Male,48,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,1,1
Female,37,Caucasian,0,0,0,0,0.0,0.0,F,0,O,0,1,1
Male,21,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,6,6
Female,45,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,2,4
Male,29,African-American,0,0,0,1,0.0,0.0,M,1,M,0,2,2
Male,26,African-American,0,0,0,0,0.0,0.0,M,0,O,0,3,2
Male,46,African-American,0,0,0,10,-1.0,1.0,F,1,M,0,1,5
Male,21,Caucasian,0,1,2,1,-1.0,1.0,F,0,O,0,9,8
Male,50,African-American,1,0,0,7,0.0,1154.0,M,0,O,0,4,9
Male,35,Caucasian,0,0,0,6,-10.0,10.0,F,1,M,1,4,5
Male,52,African-American,0,0,0,1,1.0,2.0,M,1,M,1,1,1
Female,38,African-American,0,0,0,7,-31.0,31.0,F,0,O,0,2,4
Female,50,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Male,48,Caucasian,0,0,0,0,0.0,0.0,M,0,O,0,1,1
Female,29,African-American,0,0,3,9,-1.0,1.0,M,1,F,0,6,8
Male,48,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,31,African-American,0,0,0,10,-8.0,8.0,F,1,M,0,4,6
Male,21,Caucasian,0,0,0,3,-1.0,1.0,F,1,F,0,8,8
Male,47,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,3,5
Male,62,African-American,0,0,0,1,0.0,613.0,M,0,O,0,6,7
Male,21,African-American,1,2,2,3,-1.0,1.0,F,1,F,0,10,10
Male,35,African-American,3,0,0,13,-1.0,1.0,F,0,O,0,5,10
Male,46,African-American,0,0,0,3,-22.0,22.0,M,1,M,0,1,1
Female,35,African-American,0,2,0,2,-1.0,6323.0,M,0,O,0,4,6
Male,34,African-American,0,0,0,5,-1.0,1.0,F,1,M,0,3,4
Male,52,African-American,0,0,0,2,-5.0,5.0,F,0,O,0,1,1
Female,39,African-American,0,1,0,7,114.0,92.0,F,0,O,0,1,2
Male,21,Caucasian,0,0,0,0,-1.0,1.0,M,1,F,1,9,8
Male,53,Caucasian,0,0,0,1,-2.0,3.0,M,0,O,0,1,1
Female,19,Caucasian,0,0,0,0,-1.0,1.0,F,1,M,0,5,3
Male,22,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,8,6
Male,45,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,1,3
Female,27,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,2,2
Male,25,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,3,2
Male,30,Caucasian,0,0,0,0,0.0,1.0,F,1,M,0,2,4
Male,21,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,4,3
Male,31,African-American,0,0,0,2,0.0,1.0,F,1,M,0,4,5
Male,49,Caucasian,0,0,0,2,-1.0,1.0,F,0,O,0,3,6
Male,28,Caucasian,0,0,0,3,-1.0,1.0,F,0,O,0,2,3
Male,36,African-American,0,0,0,3,-1.0,1.0,M,1,M,1,2,2
Male,27,African-American,0,0,0,7,-1.0,1.0,F,1,M,0,5,5
Male,42,African-American,0,0,0,1,0.0,0.0,F,0,O,0,1,2
Male,26,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,3,3
Male,35,Caucasian,0,0,0,0,0.0,1.0,F,1,M,0,1,5
Female,33,Caucasian,0,0,0,2,-29.0,29.0,F,0,O,0,1,2
Male,28,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,3,2
Male,25,African-American,0,1,0,21,-14.0,1.0,F,1,F,0,10,10
Female,42,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,21,African-American,0,0,0,0,-1.0,1.0,F,1,M,0,9,6
Male,39,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,1,2
Female,28,African-American,0,0,0,0,0.0,0.0,M,0,O,0,2,2
Male,52,African-American,0,0,0,1,-1.0,2.0,F,0,O,0,2,3
Male,23,African-American,0,0,0,1,0.0,1163.0,M,0,O,0,8,5
Male,27,African-American,0,0,0,25,18.0,50.0,F,1,F,1,9,10
Male,29,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,2,1
Male,47,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Female,21,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,7,6
Male,26,Caucasian,0,0,0,0,0.0,0.0,M,1,M,0,6,6
Male,36,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,23,African-American,0,0,0,1,237.0,398.0,M,1,M,0,9,8
Male,49,Caucasian,0,0,0,0,-1.0,1.0,F,1,F,0,2,7
Male,29,African-American,0,0,0,11,-68.0,69.0,F,1,M,0,7,8
Male,76,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,44,Caucasian,0,0,0,0,-1.0,1.0,F,1,M,0,1,2
Male,28,Caucasian,0,0,0,1,-25.0,26.0,M,0,O,0,4,3
Male,27,African-American,0,0,0,2,530.0,310.0,M,1,M,0,5,6
Female,35,African-American,0,0,0,12,-2.0,2.0,F,1,M,0,3,7
Male,36,African-American,0,0,0,19,544.0,217.0,M,1,F,0,4,8
Male,21,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,5,3
Male,46,Caucasian,0,0,0,2,266.0,1017.0,M,0,O,0,1,2
Male,34,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,2,1
Male,45,African-American,0,0,0,15,-1.0,1.0,F,1,M,0,1,3
Male,28,African-American,0,0,0,9,-1.0,1.0,F,1,F,0,4,3
Female,25,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,3,3
Male,21,African-American,0,1,0,1,0.0,0.0,M,1,F,1,8,8
Male,48,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,1,1
Male,37,Caucasian,0,0,0,1,-1.0,1.0,M,0,O,0,3,2
Male,39,African-American,0,0,0,1,-4.0,5.0,F,0,O,0,1,1
Male,24,African-American,0,0,0,3,-3.0,3.0,F,1,M,0,6,6
Female,51,Caucasian,0,0,0,2,-4.0,4.0,M,0,O,0,1,1
Male,37,Caucasian,0,0,0,1,-1.0,1.0,M,1,M,1,1,1
Male,39,Caucasian,0,0,0,1,-3.0,4.0,F,0,O,0,4,3
Male,24,Caucasian,0,0,1,1,-1.0,1.0,F,1,F,0,4,5
Male,23,African-American,0,0,0,2,0.0,1.0,F,0,O,0,5,7
Male,31,African-American,0,0,0,7,-2.0,2.0,M,0,O,0,4,6
Male,35,African-American,0,0,0,3,0.0,1120.0,F,1,F,1,10,10
Male,23,African-American,0,0,0,1,-1.0,1.0,F,1,M,0,3,2
Female,69,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Female,37,African-American,0,0,0,0,0.0,0.0,M,0,O,0,1,2
Male,36,Caucasian,0,0,0,4,-123.0,123.0,F,1,M,0,2,3
Male,43,Caucasian,0,0,0,5,-1.0,1.0,F,0,O,0,6,5
Male,28,African-American,0,0,0,6,-1.0,1.0,M,1,M,0,3,8
Male,43,Caucasian,0,0,0,0,-4.0,5.0,F,0,O,0,1,2
Female,27,African-American,0,0,0,2,-1.0,1.0,F,0,O,0,5,7
Female,21,African-American,1,0,0,4,122.0,154.0,F,1,F,0,9,10
Male,53,African-American,0,0,0,1,-1.0,1.0,M,0,O,0,2,2
Female,27,African-American,0,0,0,2,-14.0,14.0,M,1,M,0,3,4
Female,29,Caucasian,0,0,0,0,-3.0,3.0,F,0,O,0,3,5
Male,39,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,47,African-American,0,0,0,22,-1.0,1.0,F,1,F,0,2,7
Male,28,African-American,0,0,0,4,-1.0,1.0,F,1,M,0,2,2
Female,27,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,4,7
Male,49,Caucasian,0,0,0,7,0.0,1.0,F,0,O,0,4,6
Male,36,Caucasian,0,0,0,2,-4.0,4.0,F,0,O,0,1,1
Female,24,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,5,9
Female,33,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,3,5
Male,23,African-American,0,0,0,3,0.0,1.0,F,0,O,0,5,7
Male,26,African-American,0,0,0,2,-1.0,1.0,F,0,O,0,3,2
Male,22,African-American,0,0,0,8,-1.0,1.0,F,0,O,0,10,10
Male,34,African-American,0,0,0,1,-1.0,1.0,M,0,O,0,4,6
Male,35,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,2,1
Male,70,African-American,0,0,0,2,-1.0,1.0,M,0,O,0,1,1
Male,31,African-American,0,0,0,7,-1.0,1.0,F,1,F,0,4,4
Female,30,African-American,0,3,2,14,0.0,0.0,F,1,M,1,7,10
Male,25,Caucasian,0,0,0,2,0.0,0.0,M,0,O,0,6,6
Male,24,African-American,0,0,0,6,0.0,1.0,F,1,F,0,9,10
Male,24,African-American,0,0,0,2,-81.0,81.0,M,0,O,0,9,8
Male,26,African-American,0,0,0,2,-29.0,29.0,M,0,O,0,4,4
Male,61,African-American,0,0,0,19,-114.0,2.0,F,0,O,0,6,9
Male,26,African-American,0,0,0,7,-49.0,49.0,M,0,O,0,6,8
Female,20,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,7,5
Male,58,African-American,0,0,0,1,-84.0,84.0,F,0,O,0,4,8
Male,36,Caucasian,1,0,0,10,92.0,95.0,M,1,F,0,4,9
Male,23,Caucasian,0,0,0,0,0.0,0.0,F,0,O,0,4,3
Male,26,African-American,0,0,0,5,-1.0,1.0,F,1,F,1,6,7
Female,58,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,2,9
Male,40,Caucasian,0,0,0,4,0.0,1.0,M,0,O,0,1,1
Female,19,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,10,9
Male,46,African-American,0,0,0,8,400.0,353.0,F,1,M,0,3,3
Female,25,Caucasian,0,0,0,1,-1.0,1.0,M,0,O,0,3,3
Male,19,African-American,0,1,0,1,0.0,0.0,F,1,M,0,10,10
Male,22,African-American,0,0,0,7,-102.0,102.0,M,0,O,0,9,9
Male,53,Caucasian,0,0,0,1,-12.0,12.0,F,0,O,0,1,1
Male,20,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,6,6
Male,56,Caucasian,0,0,0,5,-45.0,45.0,F,0,O,0,1,2
Male,65,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,1,1
Female,24,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,3,3
Female,33,Caucasian,0,0,0,2,-1.0,2.0,F,0,O,0,2,3
Male,27,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,2,3
Male,26,Caucasian,0,3,0,8,-1.0,1.0,F,1,F,1,7,10
Male,56,Caucasian,0,0,0,1,-65.0,65.0,M,0,O,0,1,1
Male,32,Caucasian,0,0,0,2,-1.0,1.0,F,0,O,0,2,2
Male,25,Caucasian,0,0,0,0,0.0,0.0,F,1,F,1,3,2
Female,26,African-American,0,0,0,4,0.0,0.0,M,0,O,0,4,6
Male,21,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,5,2
Male,38,African-American,0,0,0,3,0.0,1.0,F,0,O,0,6,5
Male,23,Caucasian,0,0,0,0,-4.0,4.0,F,1,M,0,3,2
Male,67,African-American,0,0,0,4,0.0,173.0,M,0,O,0,1,1
Male,20,Caucasian,0,0,1,0,-1.0,1.0,F,1,F,1,7,6
Female,39,Caucasian,0,0,0,4,-2.0,2.0,F,1,M,0,1,1
Male,24,African-American,0,0,0,1,-1.0,1.0,F,1,M,1,3,2
Female,45,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,49,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,1,4
Female,28,Caucasian,0,0,0,1,-229.0,230.0,F,0,O,0,2,2
Male,34,African-American,0,0,0,8,37.0,200.0,F,0,O,0,8,10
Male,31,African-American,0,0,0,7,-1.0,1.0,F,1,F,0,7,7
Male,20,African-American,0,0,0,1,-26.0,26.0,F,1,F,0,8,6
Male,28,Caucasian,0,0,0,0,0.0,0.0,M,0,O,0,2,3
Female,36,Caucasian,0,0,0,3,-1.0,1.0,F,0,O,0,3,5
Male,67,Caucasian,0,0,0,3,-1.0,1.0,F,0,O,0,1,1
Male,37,African-American,1,0,0,11,-479.0,1.0,F,0,O,0,6,8
Male,40,Caucasian,0,0,0,4,-80.0,72.0,F,0,O,0,4,3
Male,59,Caucasian,0,0,0,35,-1.0,1.0,F,0,O,0,6,9
Male,52,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,45,African-American,0,0,0,17,-1.0,1.0,F,1,M,0,5,7
Male,27,African-American,0,0,1,8,-1.0,1.0,F,1,M,0,4,7
Male,42,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Male,22,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,9,9
Male,34,African-American,2,0,0,16,-1.0,1.0,F,0,O,0,8,10
Male,36,Caucasian,0,0,0,9,-42.0,42.0,F,0,O,0,3,7
Male,20,African-American,0,0,0,0,-5.0,5.0,F,0,O,0,6,3
Male,40,Caucasian,0,0,0,0,-1.0,1.0,M,1,M,1,1,1
Male,30,Caucasian,0,0,0,1,0.0,0.0,M,1,M,1,6,8
Male,40,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,42,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,1,1
Male,24,African-American,0,0,1,2,0.0,0.0,F,1,M,0,4,3
Male,44,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,46,Caucasian,0,0,0,4,-5.0,5.0,F,0,O,0,1,2
Male,38,African-American,0,0,0,4,0.0,1.0,F,0,O,0,2,3
Male,25,Caucasian,0,0,0,0,-3.0,3.0,F,0,O,0,3,2
Male,47,Caucasian,0,0,0,10,-240.0,240.0,F,0,O,0,4,8
Male,26,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,4,5
Male,21,Caucasian,0,0,0,0,-2.0,2.0,F,0,O,0,9,10
Male,26,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,4,5
Male,54,Caucasian,0,0,0,1,-1.0,1.0,M,1,F,0,1,1
Male,63,African-American,0,0,0,0,0.0,1.0,M,0,O,0,1,1
Female,48,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Male,38,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,4,4
Female,24,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,6,7
Female,35,Caucasian,0,0,0,3,-11.0,12.0,F,0,O,0,1,3
