age,workclass,fnlwgt,education,marital-status,occupation,race,sex,capitalgain,capitalloss,hoursperweek,native-country,target
2,2,189922,6,1,9,0,1,0,0,3,0,1
2,2,409189,5,1,10,0,1,0,0,2,0,0
2,2,111252,5,1,6,0,1,0,0,2,0,0
4,2,294395,3,6,3,0,0,0,0,2,0,0
2,2,172718,1,2,0,0,0,0,0,2,0,0
1,2,43403,5,2,7,0,0,0,1,3,0,0
4,2,111963,5,1,3,0,1,0,0,0,0,0
2,2,247869,0,1,3,0,1,0,0,3,0,1
4,2,114032,0,2,0,0,0,0,0,2,0,0
1,2,179633,1,0,9,0,1,0,0,2,0,0
1,2,19847,1,2,0,0,0,0,0,2,0,0
2,2,231689,1,1,10,0,1,0,0,2,0,1
1,2,209942,1,0,2,1,1,0,0,2,0,0
3,2,197492,1,2,8,0,0,0,0,2,0,0
1,2,262439,1,1,0,0,0,0,0,1,0,1
3,2,283037,0,1,1,0,1,0,0,3,0,1
1,2,83446,1,6,10,0,0,0,0,2,0,0
0,2,215443,1,4,4,0,1,0,0,2,0,0
4,4,268252,1,2,0,0,0,0,0,4,0,0
2,2,181015,1,4,4,0,0,0,0,3,0,0
2,5,139916,9,1,5,4,1,0,3,4,4,0
0,2,195770,5,0,0,0,1,0,0,1,0,0
2,2,125194,2,0,8,1,0,0,0,2,0,0
1,2,58654,9,4,0,0,0,0,0,2,0,0
2,2,252327,11,3,10,0,1,0,0,2,4,0
1,2,116508,1,1,10,0,1,0,0,2,9,0
2,2,166988,0,1,3,0,0,0,0,2,0,1
0,2,374163,1,3,7,4,1,0,0,2,4,0
1,2,196788,1,1,0,0,0,0,0,2,0,0
3,2,186172,1,1,10,0,1,3,0,2,0,1
1,2,245628,2,0,2,0,1,0,0,0,0,0
0,2,159732,0,0,3,0,1,0,0,2,0,0
1,2,129856,9,0,0,0,0,0,0,2,0,0
0,2,182812,5,0,0,0,0,1,0,3,21,0
2,2,314322,1,1,0,0,1,0,0,2,0,1
1,2,102976,3,0,1,0,1,0,0,2,0,1
4,5,42959,0,1,5,0,0,0,0,2,0,1
0,2,256356,2,0,13,0,0,0,0,2,4,0
1,2,136277,12,0,4,1,0,0,0,1,0,0
2,2,284616,5,1,1,0,1,0,0,2,0,0
0,2,185554,5,0,0,0,0,0,0,1,0,0
3,2,138847,0,1,1,0,1,0,0,2,0,1
2,2,33487,2,1,8,0,1,0,0,2,0,0
2,2,84306,0,1,1,0,1,2,0,3,0,0
2,1,223881,10,1,3,0,1,4,0,4,0,1
4,2,149653,1,1,1,0,1,0,0,3,0,0
2,2,348739,10,1,3,0,1,0,0,3,0,0
0,2,34506,1,4,4,0,0,0,0,1,0,0
2,2,346964,1,2,9,0,0,0,0,2,0,0
3,2,192208,12,1,10,0,1,0,0,2,0,0
0,2,305874,5,1,10,0,1,0,0,3,0,0
1,1,462890,12,1,6,1,1,0,0,3,0,0
2,2,89508,0,1,5,0,1,0,0,2,0,0
2,1,200153,1,1,10,0,1,0,0,3,0,0
1,2,179446,1,4,0,0,0,0,0,2,0,0
1,2,208965,4,0,8,4,1,0,0,2,4,0
1,2,40142,0,1,1,0,1,0,0,2,0,1
3,1,57452,9,1,10,0,1,0,0,2,0,1
2,2,327573,9,1,10,0,1,0,0,2,0,0
3,2,151267,1,1,8,1,0,4,0,2,0,1
2,2,265266,12,1,6,0,1,0,0,2,0,0
2,2,203836,1,1,5,0,1,1,0,2,13,0
3,1,28281,0,1,7,0,1,0,0,2,0,1
3,2,293196,8,1,3,0,1,4,0,3,10,1
2,2,214627,8,6,3,0,1,4,0,2,10,1
0,2,368852,5,0,4,0,0,0,0,0,0,0
2,2,353396,0,1,3,0,1,0,0,2,0,0
1,2,161745,9,1,7,0,1,0,0,2,0,0
0,2,97963,1,0,4,0,0,0,0,1,0,0
4,5,156542,10,4,3,0,1,0,0,2,0,1
3,0,198103,0,0,1,0,0,0,0,2,0,0
3,3,55377,1,0,8,1,1,0,0,2,0,0
1,2,173730,0,1,1,0,1,0,0,3,0,1
3,2,374588,1,1,6,1,1,0,0,3,0,0
2,1,174330,5,1,10,0,1,0,0,2,0,0
4,2,78141,1,1,10,0,1,0,0,2,0,1
1,2,31350,2,0,7,0,1,0,0,3,0,0
2,2,243607,11,1,0,0,1,0,0,2,4,0
3,4,134671,5,1,1,0,1,0,0,2,0,0
1,2,197023,9,1,8,3,1,0,0,2,0,0
3,2,117674,5,1,1,0,1,0,0,2,0,1
1,2,169815,6,1,5,0,1,0,0,3,0,1
2,2,598606,4,4,2,1,0,0,0,3,0,0
2,3,122861,3,1,1,0,1,0,0,2,0,1
1,2,166235,5,0,8,1,0,0,0,1,0,0
2,2,187821,1,1,8,0,1,1,0,2,0,0
1,2,340940,0,1,5,0,1,2,0,3,0,1
3,1,194791,5,1,10,0,1,0,0,2,0,0
4,2,231323,5,1,10,0,1,0,0,2,0,0
2,4,305597,1,4,1,0,1,0,0,2,0,0
0,2,25429,5,0,5,0,0,0,0,1,0,0
3,0,192779,0,1,1,0,1,3,0,2,0,1
2,2,346478,5,0,1,0,1,0,0,2,0,0
0,2,341368,5,0,4,0,1,0,0,3,0,0
1,0,295612,1,4,0,0,0,0,0,2,0,0
2,2,168936,9,2,4,0,0,0,0,1,0,0
2,2,218558,0,3,3,0,1,1,0,2,0,0
2,2,336598,11,1,7,0,1,0,0,2,4,0
0,2,308205,6,0,4,0,1,0,0,0,0,0
2,4,357173,6,2,3,0,1,0,0,3,0,0
3,2,457237,3,1,5,0,1,0,0,2,0,0
3,5,284799,5,1,5,0,1,0,0,3,0,0
0,2,179423,5,0,6,0,0,0,0,2,0,0
3,1,363405,0,1,9,0,0,0,0,3,0,1
0,2,139183,12,0,5,0,0,0,0,0,0,0
2,2,203482,1,1,8,0,1,0,0,2,0,0
2,2,112554,1,1,5,0,1,0,0,2,0,0
3,2,99476,1,2,4,0,0,0,0,2,0,0
3,2,93690,1,1,6,0,1,0,0,2,0,1
2,2,220585,1,1,10,0,1,0,0,2,0,0
4,1,194638,1,1,10,0,1,0,0,1,0,0
3,2,154785,1,1,10,0,1,0,0,3,0,1
0,5,214542,5,0,3,0,1,0,0,3,0,0
0,2,161922,1,0,2,0,1,0,0,2,0,0
3,2,207940,5,1,10,1,1,0,0,2,0,1
1,2,259351,12,0,4,3,1,0,0,2,4,0
4,2,208395,3,2,3,0,1,0,0,3,0,0
2,2,116391,0,1,1,0,1,0,0,2,0,1
1,2,239781,13,1,7,0,1,0,0,2,4,0
4,2,174351,14,1,10,0,1,0,0,2,25,0
3,1,44368,1,1,5,0,1,4,0,3,22,1
1,4,188798,0,0,1,0,0,0,0,3,0,0
2,2,50122,9,2,5,0,1,0,0,3,0,0
2,2,111398,0,1,3,0,0,3,0,2,0,1
0,0,152035,6,0,0,0,0,0,0,2,0,0
3,4,249289,0,2,3,1,0,0,0,2,0,0
2,2,257726,5,0,8,0,1,0,0,2,0,0
0,2,151158,5,0,3,0,0,0,0,1,0,0
1,2,465326,0,1,5,0,1,0,0,2,0,0
2,2,364782,1,1,10,0,1,0,0,2,0,1
1,2,329301,1,2,6,0,1,0,0,3,0,0
0,5,254859,2,0,3,0,1,0,0,0,0,0
1,2,203488,0,1,0,0,1,2,0,3,0,1
0,4,222800,0,0,3,0,1,0,0,2,0,0
2,2,96452,3,1,1,0,1,0,0,3,0,1
3,2,170050,7,1,8,0,1,0,0,2,0,0
2,4,116580,0,1,3,0,0,0,0,0,0,1
3,2,400004,5,1,5,0,1,0,0,3,0,0
4,2,183608,12,1,1,0,1,0,0,2,0,0
1,2,194055,1,1,6,0,1,0,0,3,0,0
0,2,210443,0,0,3,0,0,0,0,2,0,0
0,2,43272,5,0,4,0,1,0,0,0,0,0
2,4,108945,0,2,3,0,0,0,0,3,0,0
1,2,114691,5,1,1,0,1,0,0,3,0,1
0,2,304169,2,0,5,0,1,0,0,1,0,0
3,2,503923,1,1,8,1,1,2,0,2,0,1
1,2,340428,0,0,5,0,0,0,0,2,0,1
3,0,106705,3,0,1,0,0,0,0,2,0,0
4,2,146391,9,1,9,0,1,2,0,2,0,1
1,2,235389,7,0,2,0,0,0,0,1,20,0
1,2,39665,1,2,5,0,0,0,0,2,0,0
2,2,113823,3,1,3,0,1,0,0,2,7,0
3,2,349304,0,1,1,0,1,0,0,2,0,1
2,2,54507,1,0,8,0,0,0,0,2,0,0
1,2,117833,0,0,1,0,0,0,2,3,0,0
2,2,163396,9,1,3,0,0,0,0,2,0,1
4,2,88566,4,1,4,0,1,1,0,1,0,0
1,2,323619,5,0,0,0,0,0,0,2,0,0
1,2,75755,9,1,3,0,1,0,0,2,0,0
1,2,148903,1,1,4,0,0,0,0,0,0,1
0,2,40915,0,0,1,0,0,0,0,2,0,1
0,2,131033,2,0,4,1,1,0,0,0,0,0
1,1,168475,5,1,10,0,1,0,0,3,0,1
0,2,121568,1,1,2,0,1,0,0,3,0,0
1,2,139098,3,1,3,0,1,2,0,2,0,0
3,2,357338,0,1,9,0,1,0,0,2,0,0
1,2,283268,0,0,3,0,0,0,0,2,0,0
2,2,572751,10,1,10,0,1,2,0,2,4,1
2,2,315321,1,2,1,0,0,0,1,3,0,0
1,2,120461,0,0,1,0,0,0,0,2,0,0
1,1,65278,8,1,1,0,1,0,0,2,0,0
0,1,208503,5,2,0,0,1,0,0,2,0,0
0,4,112835,3,0,11,0,1,0,0,2,0,0
2,2,265038,5,1,6,0,1,0,0,3,0,0
0,2,89478,5,0,5,0,0,0,0,0,0,0
3,2,276229,1,6,5,0,0,0,0,2,0,0
3,2,366232,4,2,10,0,0,0,0,2,1,0
1,2,152035,1,0,0,0,0,0,0,2,0,0
2,2,205339,5,0,9,0,1,0,0,2,0,1
2,2,75995,1,2,1,0,0,0,0,2,0,0
4,1,192236,0,2,3,0,0,0,0,2,0,1
3,2,229737,1,1,10,0,1,0,0,2,0,1
3,4,199688,0,1,11,0,1,0,0,2,0,1
3,2,52953,1,2,4,0,0,0,0,2,0,0
1,2,221043,1,1,10,0,1,0,0,1,0,0
4,3,115389,5,1,10,0,1,0,0,2,0,0
2,1,204205,12,1,10,0,1,0,0,4,0,0
3,2,338816,5,1,1,0,1,4,0,2,0,1
0,2,197387,1,0,2,0,1,0,0,0,0,0
1,2,42485,1,1,8,0,1,0,0,3,0,0
1,2,367706,5,0,0,1,1,0,0,2,0,0
0,2,102493,1,1,2,0,1,0,0,2,0,0
0,2,263746,12,0,4,0,1,0,0,1,0,0
3,2,115358,1,2,8,1,0,0,0,2,0,0
3,2,189680,5,1,5,0,1,0,0,3,0,1
4,2,230823,14,1,6,0,1,0,0,2,1,0
0,2,300812,5,0,4,0,1,0,0,1,0,0
0,2,174732,1,0,4,1,1,0,0,2,0,0
3,0,183710,8,1,1,0,1,0,0,3,0,1
4,1,137018,1,6,0,0,0,0,0,0,0,0
2,5,213008,6,1,1,0,1,0,0,2,0,1
3,2,357848,1,1,10,0,1,0,0,2,0,1
2,2,165799,3,1,5,0,1,0,0,3,0,1
2,1,188571,9,1,7,0,1,0,0,3,0,0
3,2,97883,0,0,5,0,0,0,0,1,0,0
2,4,105862,5,1,0,0,0,0,3,2,0,1
2,4,57424,0,2,0,0,0,0,0,1,0,0
1,2,151476,5,4,5,0,0,0,0,2,0,0
0,2,129583,1,0,2,1,0,0,0,0,0,0
4,2,180920,12,1,10,0,1,0,0,2,0,0
2,1,182416,1,0,5,1,0,0,0,2,0,0
0,2,251915,0,0,5,0,0,0,0,2,0,0
2,4,187127,5,1,1,0,1,0,0,2,0,0
0,2,69045,5,0,5,1,1,0,0,2,2,0
4,2,192869,3,1,10,0,1,0,3,2,0,1
2,2,74163,14,2,5,0,0,0,0,2,0,0
0,2,60847,9,0,5,0,0,0,0,3,0,0
4,1,116057,1,2,1,0,0,1,0,0,0,0
2,2,82393,0,0,0,2,1,0,0,3,0,0
0,4,134181,0,0,3,0,0,0,0,3,0,0
3,2,159910,0,2,1,1,1,4,0,2,0,1
1,5,117570,1,2,4,0,0,0,0,3,0,0
3,5,214169,1,1,7,0,1,4,0,2,0,1
4,2,56331,1,0,8,0,1,0,0,1,0,0
3,2,35576,1,2,10,0,1,0,0,2,0,0
4,1,149168,5,1,1,0,1,0,0,3,0,0
1,2,157165,5,2,4,0,0,0,0,2,0,0
0,2,278130,0,0,3,0,1,0,0,2,0,0
4,2,257200,1,1,8,0,1,0,0,2,0,0
2,2,283122,1,1,8,0,1,0,0,2,0,1
0,2,580248,1,0,9,0,0,0,0,2,0,0
1,2,230054,7,1,8,0,1,0,0,2,4,0
4,2,519006,1,1,10,0,1,0,0,3,0,0
4,0,235882,8,1,3,0,1,0,4,3,0,1
2,2,336513,5,1,1,0,1,0,3,2,0,1
0,2,115551,2,0,4,0,0,0,0,0,0,0
3,0,50048,8,1,3,0,1,3,0,3,0,1
2,5,382802,8,1,3,1,1,0,0,4,0,1
4,2,106023,1,1,10,0,1,0,0,2,0,1
1,2,332379,5,3,6,0,1,0,0,3,0,0
1,2,95465,1,1,4,0,1,0,0,2,0,0
2,4,96102,5,1,11,0,1,0,2,2,0,1
1,2,36440,10,0,3,0,0,0,0,4,0,1
0,1,209384,1,0,4,0,1,0,0,1,0,0
1,2,50814,1,0,3,0,0,0,0,2,0,0
3,2,143865,1,2,5,0,0,0,0,1,0,0
1,4,50442,5,0,1,3,0,0,0,1,0,0
0,2,236601,5,0,9,0,1,0,0,3,0,0
0,2,100999,0,0,3,0,0,0,0,1,0,0
4,1,32423,1,1,7,0,0,4,0,2,0,0
1,5,153546,9,1,4,0,0,0,0,2,0,1
0,2,182355,5,0,0,1,0,0,0,0,0,0
0,4,44216,1,2,0,3,0,0,0,1,0,0
2,2,97688,5,1,9,0,1,0,0,3,0,1
3,2,209022,2,2,4,0,0,0,0,2,0,0
1,2,96016,0,0,3,0,1,0,0,2,0,0
4,1,52138,8,1,3,0,1,0,4,1,0,1
4,2,159046,7,1,6,0,1,0,0,2,0,0
2,2,138634,1,1,5,0,1,0,0,2,0,0
0,2,130125,12,0,4,3,0,1,0,0,0,0
4,2,247355,1,1,6,0,1,0,0,0,8,0
2,1,227065,5,4,10,0,1,0,0,2,0,0
0,2,244771,5,0,8,1,0,0,0,0,2,0
0,2,215616,1,0,3,0,0,0,0,2,8,0
4,2,386672,9,1,0,0,1,0,0,0,0,0
2,5,177543,1,1,5,0,0,0,0,3,0,0
3,3,617021,0,1,9,1,1,3,0,2,0,1
0,4,117109,0,0,0,1,0,0,0,1,0,0
0,2,373550,9,1,10,0,1,0,0,2,0,0
1,2,19847,5,2,9,0,0,0,0,2,0,0
1,2,189590,0,0,1,0,1,0,0,2,0,0
2,1,58343,1,2,7,0,1,0,0,3,0,0
0,2,354201,1,0,4,0,1,0,0,2,0,0
1,2,119422,1,1,5,0,1,0,0,2,0,0
3,2,363405,1,4,0,0,0,0,0,2,0,0
4,2,181863,0,0,5,0,1,0,0,1,0,0
1,2,194472,1,0,13,0,0,0,0,3,0,0
1,2,247328,4,1,8,0,1,1,0,2,4,0
4,1,130731,1,6,0,0,0,0,0,1,0,0
1,2,236910,0,1,1,0,1,0,0,3,0,0
2,2,378251,1,1,0,0,0,0,0,2,0,0
2,2,120760,3,1,3,2,1,0,0,2,26,0
0,2,203182,0,0,1,0,0,0,0,0,0,0
1,2,130304,1,1,3,0,1,0,1,3,0,0
1,4,352542,0,2,3,0,0,0,0,2,0,0
0,2,197728,5,0,0,0,0,0,0,2,0,0
4,2,316185,7,6,11,0,0,0,0,0,0,0
2,2,89226,1,2,10,0,1,0,0,2,0,0
1,2,292353,7,1,8,4,1,0,0,2,0,0
1,2,180296,5,2,0,0,0,0,0,2,0,0
0,2,361487,1,0,10,0,1,0,0,2,0,0
2,2,218490,0,1,5,0,1,0,2,2,0,1
4,1,231777,0,0,6,0,1,0,0,2,0,0
0,2,189832,6,0,6,0,0,0,0,2,0,0
4,2,232308,12,1,8,0,1,0,0,2,0,0
1,0,33308,9,1,10,0,1,0,0,2,0,0
0,2,333677,4,1,8,0,1,0,0,2,0,0
1,2,170651,1,0,4,0,0,1,0,2,0,0
2,2,343403,1,1,5,0,0,0,0,2,0,0
3,2,166386,0,1,8,2,0,0,0,2,26,0
1,3,48099,0,0,1,0,0,0,0,2,0,0
0,2,143062,5,0,4,0,1,0,0,1,0,0
0,2,104704,1,0,0,1,1,0,0,2,0,0
1,2,30497,0,1,1,0,1,4,0,3,0,1
2,0,174325,3,1,3,1,1,3,0,2,0,1
1,2,286675,1,2,10,0,1,0,0,3,0,0
2,2,59474,1,1,6,0,1,0,0,2,0,1
2,2,378384,10,1,3,0,1,0,3,3,0,1
2,2,245842,1,1,8,0,1,0,0,2,4,0
1,2,274222,0,1,4,2,1,3,0,2,0,1
0,2,342575,5,0,5,1,0,0,0,1,0,0
1,2,206051,1,1,2,0,1,0,0,2,0,1
3,2,234213,1,1,6,0,1,0,0,3,0,0
4,2,145189,5,0,0,0,0,0,0,2,0,0
2,2,233490,1,0,7,0,1,0,0,3,0,0
1,2,344129,1,1,8,0,1,0,0,2,0,1
4,1,171315,0,1,3,0,1,0,0,3,0,1
1,1,181485,0,0,5,1,1,0,0,2,0,1
3,2,255412,0,1,1,0,1,0,0,3,23,1
2,2,262409,3,2,1,0,0,0,1,2,0,0
2,2,199590,11,1,6,0,1,0,0,2,4,0
3,2,84726,5,1,8,0,1,0,0,2,0,0
4,1,184335,2,1,1,0,1,0,0,1,0,0
2,2,102025,3,1,3,4,1,0,0,3,0,0
2,2,183898,6,1,10,0,1,3,0,3,9,1
1,2,55291,0,1,3,0,1,0,0,2,0,1
1,2,150025,11,0,2,0,1,0,0,2,24,0
2,2,100584,1,1,8,3,1,0,0,2,0,0
3,4,181755,3,2,3,0,0,0,0,1,0,1
2,2,150528,0,1,0,0,1,0,0,2,0,0
0,2,107277,2,0,5,0,0,0,0,0,0,0
1,2,247205,0,1,11,1,1,0,0,2,7,0
0,2,291979,1,0,5,0,1,0,0,2,0,0
2,2,270985,5,1,1,1,1,0,0,3,0,0
3,2,62605,1,2,0,0,0,0,0,1,0,0
3,1,176863,1,1,1,0,1,0,0,2,0,0
3,2,53197,1,1,10,0,1,0,0,2,0,0
1,1,267776,1,0,4,0,0,0,0,1,0,0
0,2,308205,7,0,2,0,1,0,0,2,4,0
1,2,306383,5,2,2,0,1,0,0,3,0,0
4,2,35494,1,1,1,0,1,0,0,1,0,0
1,2,291968,1,1,6,0,1,0,0,2,0,0
1,2,80933,1,1,10,0,1,0,2,2,0,0
3,2,271828,1,1,10,0,1,0,0,2,0,1
4,2,121993,1,1,0,0,0,0,0,0,0,0
2,4,31023,5,1,4,0,1,0,0,2,0,0
2,1,36425,5,2,5,0,0,0,0,1,0,0
0,2,407684,4,0,8,0,0,0,0,2,4,0
1,2,241895,1,1,5,0,1,0,2,2,0,0
2,1,158555,5,1,1,0,1,0,0,3,0,1
4,2,140363,1,2,8,0,1,1,0,1,0,0
3,2,123429,5,1,1,0,1,0,0,3,0,1
0,2,40060,5,1,2,0,1,0,0,2,0,0
1,2,290286,1,0,10,1,1,0,0,2,0,0
1,4,106169,3,2,3,0,0,0,0,3,0,0
2,2,76487,2,1,10,0,1,0,0,2,0,0
0,2,437994,5,0,4,1,1,0,0,0,0,0
2,2,113555,5,1,10,3,1,2,0,3,0,1
2,2,160120,1,1,0,2,1,0,0,2,36,0
2,4,343079,0,1,3,0,0,0,2,0,0,0
1,2,406662,1,0,0,0,1,2,0,2,0,0
2,1,37618,5,1,7,0,1,0,0,3,0,0
1,2,114158,9,0,0,0,0,0,0,1,0,0
2,2,115562,1,2,11,0,1,0,0,2,0,0
1,2,353994,0,1,1,2,0,0,0,2,26,1
0,2,344891,5,0,0,2,1,0,0,0,0,0
2,2,286750,0,1,1,1,1,0,0,3,0,1
1,2,194197,0,0,1,0,1,0,0,2,0,0
0,1,206599,5,0,4,0,0,0,0,1,0,0
0,4,596776,5,0,0,0,1,0,0,2,24,0
3,2,56841,1,1,6,0,1,0,0,2,0,0
2,2,112561,0,1,1,0,1,0,0,3,0,1
2,2,147110,5,0,0,0,1,0,0,3,0,1
3,5,175339,1,1,5,0,1,0,0,3,0,1
2,2,234901,3,1,1,0,1,0,3,3,0,1
3,2,217083,1,1,0,0,0,0,0,2,0,1
1,2,97757,9,1,3,0,0,0,0,2,0,1
1,2,151868,4,1,10,0,1,0,0,2,0,0
1,4,25864,1,0,1,3,0,0,0,1,0,0
1,2,109419,9,0,0,0,0,0,0,2,0,0
2,3,203070,5,1,10,0,1,0,0,2,0,0
1,2,107843,1,1,8,0,1,2,0,3,0,1
4,0,264544,3,1,3,0,0,0,0,0,0,1
0,2,148644,1,0,5,0,0,0,0,1,0,0
1,2,125762,5,1,0,0,1,0,0,1,0,0
0,2,193741,2,0,4,1,1,0,0,1,0,0
1,2,588905,1,1,10,0,1,0,0,2,0,0
3,2,115613,4,1,4,0,1,0,0,2,0,0
3,0,222374,1,1,4,0,1,0,0,2,0,1
2,2,185359,1,1,0,0,1,0,0,2,0,0
1,2,173647,5,2,6,0,1,0,0,2,0,0
1,2,31166,1,2,3,4,0,0,0,1,9,0
0,1,189027,1,1,7,0,1,0,0,1,0,0
2,2,296125,1,4,13,1,0,0,0,1,0,0
1,2,334291,5,1,10,0,1,0,0,3,0,0
4,2,318450,3,1,0,0,1,0,0,4,0,1
1,2,174163,5,2,1,0,0,0,0,2,0,0
2,2,119721,1,1,9,0,1,0,0,2,0,0
3,2,142719,1,1,8,0,1,0,0,2,0,0
0,2,162593,0,0,0,2,0,0,0,2,0,0
3,1,236852,0,1,5,0,1,0,0,2,0,1
1,4,154863,1,0,11,1,1,0,2,2,0,0
2,2,168894,0,2,0,0,0,0,0,0,0,0
2,1,344920,5,1,7,0,0,0,0,3,0,0
2,2,33355,1,1,6,0,1,2,0,3,0,1
2,5,291518,0,1,10,0,1,4,0,3,0,1
4,2,170244,10,0,3,0,0,0,0,2,0,0
0,2,369549,5,0,4,1,0,0,0,1,0,0
0,2,23438,9,0,0,0,1,0,0,1,0,1
0,2,202673,5,0,2,0,1,0,0,3,0,0
3,2,171780,6,2,5,1,0,0,0,1,0,0
2,4,264503,1,1,11,0,1,0,0,2,0,0
2,4,244341,5,0,0,1,0,0,0,2,0,0
1,2,209109,0,1,4,0,1,0,0,3,0,0
1,2,187392,1,0,4,0,0,0,0,2,0,0
2,0,119578,0,0,3,0,0,0,0,0,0,0
3,2,195105,1,2,13,0,0,0,0,2,0,0
3,2,101752,9,1,6,0,1,0,0,3,0,0
3,5,362654,5,1,1,0,1,4,0,3,0,1
2,3,77332,5,2,0,0,0,0,0,3,0,0
4,2,87518,5,0,3,0,1,0,2,3,0,0
4,2,113324,5,1,11,0,1,0,0,2,0,0
4,2,96299,1,2,6,0,1,0,0,2,0,1
3,2,237729,5,2,0,0,0,0,0,2,0,0
0,2,200973,1,0,0,0,0,0,0,2,0,0
4,1,212456,1,6,10,0,1,0,0,0,0,0
1,1,131568,1,1,5,0,1,0,0,4,0,0
3,2,185859,1,1,10,0,1,0,0,2,0,0
0,2,231981,5,0,6,0,1,0,0,1,0,0
1,5,117963,6,1,1,0,1,0,2,3,0,1
1,2,78172,5,5,11,0,1,0,0,2,0,0
3,2,164135,1,1,1,0,1,0,0,3,0,1
1,2,171216,0,1,1,0,1,0,0,3,0,1
3,2,140664,0,2,5,0,1,0,0,2,0,0
0,2,249277,1,0,1,1,1,0,0,4,0,0
3,3,117847,6,1,0,0,1,0,0,2,0,0
0,2,52372,5,0,4,0,1,0,0,0,0,0
1,3,95806,5,0,10,0,1,1,0,2,0,0
3,2,137428,7,1,6,0,1,0,0,3,0,1
4,2,169047,1,0,8,0,1,0,0,0,0,0
4,2,339168,0,1,6,0,1,0,0,1,0,0
1,2,504725,12,0,5,0,1,0,0,0,24,0
1,2,132870,2,1,10,0,1,0,0,2,0,0
3,4,135840,12,1,11,0,1,0,0,2,0,0
1,2,35644,1,0,4,0,1,0,0,0,0,0
0,2,198148,5,0,0,0,1,0,0,3,0,0
0,2,220098,1,0,4,0,1,0,0,1,0,0
0,2,262515,2,0,4,0,1,0,0,0,0,0
1,3,111567,10,1,3,0,1,0,0,2,0,1
0,2,194096,0,0,1,0,0,0,0,2,0,0
3,4,420917,0,1,3,0,1,0,0,2,0,0
0,2,197871,5,1,5,0,1,0,0,2,0,1
3,4,253116,0,0,3,1,0,0,0,2,0,0
2,2,206535,5,2,9,0,0,0,0,3,0,0
1,0,70447,1,1,11,2,1,0,0,2,0,1
3,2,201217,1,2,3,0,0,0,0,2,0,0
0,2,209970,0,0,3,0,0,0,0,2,0,0
0,2,196745,5,0,4,0,0,1,0,0,0,0
1,4,175262,3,1,3,0,1,0,0,1,0,0
3,5,304955,3,1,1,0,1,0,0,3,0,1
2,2,181265,5,1,10,0,1,0,0,3,0,0
0,2,200973,5,0,0,0,0,0,0,2,0,0
0,1,37440,0,0,7,0,1,0,0,3,0,0
1,2,395170,9,1,4,3,0,0,0,1,4,0
1,2,353213,6,4,10,0,1,0,0,3,0,0
0,2,38619,5,0,7,0,1,0,0,4,0,0
0,2,177711,1,0,6,1,1,0,0,2,0,0
0,2,190761,12,1,7,0,1,0,0,4,0,0
0,2,27776,5,1,6,0,1,0,0,1,0,0
2,3,470663,5,0,10,0,1,0,0,2,0,0
2,2,71738,3,1,1,0,1,0,0,3,0,1
4,2,74156,1,1,4,0,1,0,0,1,0,0
3,2,202467,0,1,3,0,1,0,1,2,0,1
0,2,123983,2,1,6,2,1,0,0,2,36,0
2,2,193494,5,1,3,0,1,0,0,2,0,0
2,2,130571,1,0,4,0,0,0,0,2,0,0
3,5,90363,10,1,3,0,1,4,0,1,0,1
3,2,83444,1,2,1,0,1,0,0,2,0,0
2,1,239093,5,1,1,3,1,1,0,2,0,0
4,4,151369,1,0,10,0,1,0,0,2,0,0
1,2,56630,9,1,0,0,1,0,0,2,0,0
3,2,117095,1,4,8,0,0,0,0,2,0,0
3,3,189985,5,2,0,1,0,0,0,2,0,0
2,5,126675,0,0,1,0,1,0,0,2,0,0
2,0,199806,0,1,0,0,1,0,0,2,0,1
1,2,57596,5,2,0,0,0,0,0,2,0,0
2,2,103459,1,1,5,0,0,0,0,2,0,1
1,2,282398,5,4,9,0,1,0,0,2,0,1
2,2,298841,5,0,1,0,0,0,0,2,0,0
2,2,33300,9,1,5,0,1,0,3,3,0,1
0,2,306467,5,0,4,0,0,0,0,0,0,0
0,2,189888,14,0,4,0,1,0,0,2,0,0
4,2,83861,1,1,2,0,1,0,0,2,0,0
1,2,117393,1,0,5,0,0,0,0,2,0,0
3,2,179010,5,2,5,0,0,0,0,3,0,0
3,2,316101,1,2,1,0,0,0,0,2,0,0
2,2,293305,0,1,5,0,1,0,2,2,0,1
3,4,175750,1,2,6,1,1,0,0,2,0,0
2,2,121718,9,1,9,0,1,0,2,3,0,1
3,0,229272,1,1,10,1,1,0,0,2,0,1
3,2,142828,1,1,5,0,0,0,0,2,0,1
3,2,22743,5,1,6,0,1,4,0,3,0,1
4,2,76371,1,1,2,0,1,0,0,2,0,1
0,1,216129,6,0,10,0,1,0,0,1,0,0
3,2,107425,3,0,5,0,0,0,0,1,0,0
0,2,611029,12,1,2,0,1,0,0,2,0,0
1,4,363032,1,1,11,1,1,0,0,2,0,0
2,2,170020,1,1,8,0,1,1,0,2,0,0
1,2,137900,1,0,5,0,0,0,0,1,0,0
0,2,322674,5,0,1,0,1,0,0,2,0,0
1,2,23778,7,4,2,0,1,0,0,2,0,0
4,2,147845,7,1,6,0,1,0,0,1,0,0
2,2,175759,1,2,1,0,1,0,0,2,0,0
3,5,166459,9,1,1,0,1,0,0,2,0,0
2,2,128212,11,1,8,2,0,0,0,2,36,1
3,3,127455,5,1,11,0,1,0,0,3,0,1
